category,key,support,coverage,unique_values,unique_ratio,median_value_length,top_value_share
Продукты питания,тип батончика,2,5.623664379709819e-05,2,1.0,19.5,0.5
Продукты питания,вид сушеной рыбы,3,8.435496569564728e-05,2,0.6666666666666666,6.0,0.6666666666666666
Продукты питания,способ производства,5,0.00014059160949274547,3,0.6,12.0,0.4
Продукты питания,сочетаемость,3,8.435496569564728e-05,3,1.0,32.0,0.3333333333333333
Продукты питания,рейтинг ws,2,5.623664379709819e-05,1,0.5,3.0,1.0
Продукты питания,рейтинг rp,2,5.623664379709819e-05,1,0.5,3.0,1.0
Продукты питания,с откручивающейся крышкой,5,0.00014059160949274547,1,0.2,3.0,1.0
Продукты питания,продолжительность жизни,1,2.8118321898549094e-05,1,1.0,11.0,1.0
Продукты питания,размещение,1,2.8118321898549094e-05,1,1.0,10.0,1.0
Продукты питания,полив,1,2.8118321898549094e-05,1,1.0,9.0,1.0
Продукты питания,освещение,1,2.8118321898549094e-05,1,1.0,8.0,1.0
Продукты питания,влажность воздуха,1,2.8118321898549094e-05,1,1.0,9.0,1.0
Продукты питания,температура,1,2.8118321898549094e-05,1,1.0,3.0,1.0
Продукты питания,цифра,1,2.8118321898549094e-05,1,1.0,2.0,1.0
Продукты питания,вид морепродуктов,1,2.8118321898549094e-05,1,1.0,4.0,1.0
Продукты питания,"масса основого продукта, в граммах",7,0.00019682825328984366,6,0.8571428571428571,3.0,0.2857142857142857
Продукты питания,"масса, в г",3,8.435496569564728e-05,2,0.6666666666666666,2.0,0.6666666666666666
Продукты питания,для беременных,7,0.00019682825328984366,1,0.14285714285714285,3.0,1.0
Продукты питания,для детей,10,0.00028118321898549094,2,0.2,3.0,0.7
Продукты питания,"минимальная допустимая температура хранения, в °с",8,0.00022494657518839275,3,0.375,1.0,0.5
Продукты питания,"максимальная допустимая температура хранения, в °с",8,0.00022494657518839275,2,0.25,2.0,0.875
Продукты питания,"срок годности препарата, в месяцах",9,0.00025306489708694184,4,0.4444444444444444,2.0,0.4444444444444444
Продукты питания,% содержания какао,2,5.623664379709819e-05,1,0.5,2.0,1.0
Продукты питания,тип шоколада,3,8.435496569564728e-05,1,0.3333333333333333,8.0,1.0
Продукты питания,сортовой состав,1,2.8118321898549094e-05,1,1.0,21.0,1.0
Продукты питания,антирефлюксная,6,0.00016870993139129456,1,0.16666666666666666,3.0,1.0
Продукты питания,для недоношенных детей,6,0.00016870993139129456,1,0.16666666666666666,3.0,1.0
Продукты питания,лечебная смесь,6,0.00016870993139129456,2,0.3333333333333333,3.0,0.8333333333333334
Продукты питания,при проблемах с пищеварением,6,0.00016870993139129456,2,0.3333333333333333,2.5,0.5
Продукты питания,содержит пальмовое масло,6,0.00016870993139129456,2,0.3333333333333333,3.0,0.6666666666666666
Продукты питания,с повышенным содержанием железа,6,0.00016870993139129456,1,0.16666666666666666,3.0,1.0
Продукты питания,"белки, г/100 г сухого порошка",4,0.00011247328759419637,3,0.75,4.0,0.5
Продукты питания,"белки, г/100 мл смеси",6,0.00016870993139129456,5,0.8333333333333334,3.5,0.3333333333333333
Продукты питания,"жиры, г/100 г сухого порошка",4,0.00011247328759419637,3,0.75,4.0,0.5
Продукты питания,"жиры, г/100 мл смеси",6,0.00016870993139129456,5,0.8333333333333334,3.5,0.3333333333333333
Продукты питания,"углеводы, г/100 г сухого порошка",4,0.00011247328759419637,4,1.0,4.0,0.25
Продукты питания,"углеводы, г/100 мл смеси",6,0.00016870993139129456,6,1.0,3.0,0.16666666666666666
Продукты питания,"энергетическая ценность, ккал/100 г мл смеси",6,0.00016870993139129456,5,0.8333333333333334,2.0,0.3333333333333333
Продукты питания,"энергетическая ценность, ккал/100 г сухого порошка",4,0.00011247328759419637,3,0.75,3.0,0.5
Продукты питания,количество штук,4,0.00011247328759419637,1,0.25,1.0,1.0
Продукты питания,вид вина,2,5.623664379709819e-05,1,0.5,14.0,1.0
Продукты питания,содержание сахара в вине,2,5.623664379709819e-05,1,0.5,11.0,1.0
Продукты питания,сорт шоколада,4,0.00011247328759419637,2,0.5,8.0,0.75
Продукты питания,вкус сладости,8,0.00022494657518839275,4,0.5,13.0,0.625
Продукты питания,вид белка,2,5.623664379709819e-05,2,1.0,14.5,0.5
Продукты питания,энергетическая ценность на 100 г,1,2.8118321898549094e-05,1,1.0,7.0,1.0
Продукты питания,количество цветов,4,0.00011247328759419637,4,1.0,5.5,0.25
Продукты питания,сборка,3,8.435496569564728e-05,2,0.6666666666666666,10.0,0.6666666666666666
Продукты питания,тип жиросжигателей,2,5.623664379709819e-05,1,0.5,40.0,1.0
Продукты питания,вид суперфуда,4,0.00011247328759419637,3,0.75,10.0,0.5
Продукты питания,вид пшеничной крупы,2,5.623664379709819e-05,2,1.0,6.5,0.5
Продукты питания,степень помола соли,2,5.623664379709819e-05,1,0.5,6.0,1.0
Продукты питания,isbn,2,5.623664379709819e-05,2,1.0,17.0,0.5
Продукты питания,размеры (дхш),1,2.8118321898549094e-05,1,1.0,14.0,1.0
Продукты питания,количество страниц,5,0.00014059160949274547,5,1.0,7.0,0.2
Продукты питания,обложка,5,0.00014059160949274547,3,0.6,7.0,0.6
Продукты питания,вид обработки гречки,4,0.00011247328759419637,3,0.75,10.0,0.5
Продукты питания,тип продуктов,1,2.8118321898549094e-05,1,1.0,24.0,1.0
Продукты питания,особенности упаковки,3,8.435496569564728e-05,1,0.3333333333333333,10.0,1.0
Продукты питания,термическое состояние,1,2.8118321898549094e-05,1,1.0,11.0,1.0
Продукты питания,форма хлопьев,4,0.00011247328759419637,3,0.75,6.0,0.5
Продукты питания,постный продукт,3,8.435496569564728e-05,3,1.0,3.0,0.3333333333333333
Продукты питания,тип халвы,2,5.623664379709819e-05,1,0.5,12.0,1.0
Продукты питания,готовая к употреблению,1,2.8118321898549094e-05,1,1.0,2.0,1.0
Продукты питания,степень твердости,1,2.8118321898549094e-05,1,1.0,7.0,1.0
Продукты питания,вид игрушки в комплекте,6,0.00016870993139129456,4,0.6666666666666666,17.0,0.5
Продукты питания,тип молока,9,0.00025306489708694184,5,0.5555555555555556,16.0,0.4444444444444444
Продукты питания,упаковка с крышкой,6,0.00016870993139129456,2,0.3333333333333333,3.0,0.8333333333333334
Продукты питания,вкус снека,1,2.8118321898549094e-05,1,1.0,3.0,1.0
Продукты питания,количество готового продукта,1,2.8118321898549094e-05,1,1.0,57.0,1.0
Продукты питания,размер постельного белья,1,2.8118321898549094e-05,1,1.0,4.0,1.0
Продукты питания,размер простыни,1,2.8118321898549094e-05,1,1.0,7.0,1.0
Продукты питания,размер пододеяльника,1,2.8118321898549094e-05,1,1.0,7.0,1.0
Продукты питания,размер наволочки,1,2.8118321898549094e-05,1,1.0,12.0,1.0
Продукты питания,плотность ткани,1,2.8118321898549094e-05,1,1.0,10.0,1.0
Продукты питания,вид ткани постельного белья,1,2.8118321898549094e-05,1,1.0,5.0,1.0
Продукты питания,в варочных пакетиках,2,5.623664379709819e-05,1,0.5,3.0,1.0
Продукты питания,особенность формы,2,5.623664379709819e-05,1,0.5,12.0,1.0
Продукты питания,вид коржа,1,2.8118321898549094e-05,1,1.0,10.0,1.0
Продукты питания,вид пшеницы,2,5.623664379709819e-05,1,0.5,13.0,1.0
Продукты питания,узор,2,5.623664379709819e-05,2,1.0,8.0,0.5
Продукты питания,тип мелка,2,5.623664379709819e-05,1,0.5,43.0,1.0
Продукты питания,особенности мелка,2,5.623664379709819e-05,1,0.5,28.0,1.0
Продукты питания,тип маринада,3,8.435496569564728e-05,1,0.3333333333333333,12.0,1.0
Продукты питания,в упаковке,2,5.623664379709819e-05,2,1.0,2.0,0.5
Продукты питания,первичная упаковка,2,5.623664379709819e-05,1,0.5,12.0,1.0
Продукты питания,тип аминокислот,1,2.8118321898549094e-05,1,1.0,4.0,1.0
Продукты питания,загуститель,4,0.00011247328759419637,1,0.25,3.0,1.0
Продукты питания,назначение корма,1,2.8118321898549094e-05,1,1.0,12.0,1.0
Продукты питания,вид вкуса корма,1,2.8118321898549094e-05,1,1.0,15.0,1.0
Продукты питания,основной вкус корма,1,2.8118321898549094e-05,1,1.0,13.0,1.0
Продукты питания,порода кошки,1,2.8118321898549094e-05,1,1.0,19.0,1.0
Продукты питания,возраст животного,1,2.8118321898549094e-05,1,1.0,9.0,1.0
Продукты питания,класс корма,1,2.8118321898549094e-05,1,1.0,23.0,1.0
Продукты питания,вид крекера,6,0.00016870993139129456,4,0.6666666666666666,8.0,0.5
Продукты питания,вкус напитка,1,2.8118321898549094e-05,1,1.0,5.0,1.0
Продукты питания,толщина,1,2.8118321898549094e-05,1,1.0,5.0,1.0
Продукты питания,виды шрота,2,5.623664379709819e-05,2,1.0,11.0,0.5
Продукты питания,вид десерта,1,2.8118321898549094e-05,1,1.0,4.0,1.0
Продукты питания,техника вышивания,2,5.623664379709819e-05,2,1.0,15.0,0.5
Продукты питания,тип вышивки,2,5.623664379709819e-05,2,1.0,27.0,0.5
Продукты питания,схема вышивки,1,2.8118321898549094e-05,1,1.0,61.0,1.0
Продукты питания,вид сухофрукта,2,5.623664379709819e-05,2,1.0,6.0,0.5
Продукты питания,наименование торта и пирожного,1,2.8118321898549094e-05,1,1.0,5.0,1.0
Продукты питания,производитель телефона,3,8.435496569564728e-05,3,1.0,6.0,0.3333333333333333
Продукты питания,совместимые модели,2,5.623664379709819e-05,2,1.0,19.5,0.5
Продукты питания,вес одного предмета (г),1,2.8118321898549094e-05,1,1.0,5.0,1.0
Продукты питания,вид загустителя,2,5.623664379709819e-05,2,1.0,36.0,0.5
Продукты питания,тип ингредиента для выпечки,2,5.623664379709819e-05,2,1.0,13.5,0.5
Продукты питания,без обжарки,2,5.623664379709819e-05,1,0.5,2.0,1.0
Продукты питания,количество элементов,2,5.623664379709819e-05,2,1.0,3.0,0.5
Продукты питания,ширина собранного пазла,2,5.623664379709819e-05,2,1.0,5.0,0.5
Продукты питания,высота собранного пазла,2,5.623664379709819e-05,2,1.0,5.0,0.5
Продукты питания,отжим,5,0.00014059160949274547,1,0.2,14.0,1.0
Продукты питания,вид животного,2,5.623664379709819e-05,2,1.0,15.0,0.5
Продукты питания,вид игрушки,1,2.8118321898549094e-05,1,1.0,16.0,1.0
Продукты питания,осветленный,1,2.8118321898549094e-05,1,1.0,3.0,1.0
Продукты питания,при запоре,2,5.623664379709819e-05,1,0.5,3.0,1.0
Продукты питания,при диарее,2,5.623664379709819e-05,1,0.5,3.0,1.0
Продукты питания,количество пакетиков в упаковке,1,2.8118321898549094e-05,1,1.0,1.0,1.0
Продукты питания,товары со знаком качества,1,2.8118321898549094e-05,1,1.0,3.0,1.0
Продукты питания,вид рыбьей икры,1,2.8118321898549094e-05,1,1.0,7.0,1.0
Продукты питания,порода рыбы,1,2.8118321898549094e-05,1,1.0,6.0,1.0
Продукты питания,способ обработки сырца,1,2.8118321898549094e-05,1,1.0,9.0,1.0
Продукты питания,основа сливок,1,2.8118321898549094e-05,1,1.0,14.0,1.0
Продукты питания,выдержка,2,5.623664379709819e-05,2,1.0,10.0,0.5
Продукты питания,вид кекса,1,2.8118321898549094e-05,1,1.0,22.0,1.0
Продукты питания,основное сырье,2,5.623664379709819e-05,2,1.0,13.5,0.5
Продукты питания,класс сухофруктов,2,5.623664379709819e-05,1,0.5,11.0,1.0
Продукты питания,примечания,1,2.8118321898549094e-05,1,1.0,74.0,1.0
Продукты питания,термообработка продукта,1,2.8118321898549094e-05,1,1.0,11.0,1.0
Продукты питания,вид перца,3,8.435496569564728e-05,2,0.6666666666666666,6.0,0.6666666666666666
Продукты питания,вид пиццы,1,2.8118321898549094e-05,1,1.0,9.0,1.0
Продукты питания,диаметр пиццы,1,2.8118321898549094e-05,1,1.0,5.0,1.0
Продукты питания,"максимальная рекомендованная дозировка, порций в день",1,2.8118321898549094e-05,1,1.0,1.0,1.0
Продукты питания,подходит для веганов,3,8.435496569564728e-05,1,0.3333333333333333,3.0,1.0
Продукты питания,подходит для вегетарианцев,1,2.8118321898549094e-05,1,1.0,2.0,1.0
Продукты питания,"действующие вещества, в порции",1,2.8118321898549094e-05,1,1.0,30.0,1.0
Продукты питания,"содержание белков в порции, в граммах",1,2.8118321898549094e-05,1,1.0,4.0,1.0
Продукты питания,"содержание жиров в порции, в граммах",1,2.8118321898549094e-05,1,1.0,1.0,1.0
Продукты питания,"содержание углеводов в порции, в граммах",1,2.8118321898549094e-05,1,1.0,3.0,1.0
Продукты питания,"энергетическая ценность порции, ккал",1,2.8118321898549094e-05,1,1.0,3.0,1.0
Продукты питания,содержит витамины,1,2.8118321898549094e-05,1,1.0,2.0,1.0
Продукты питания,содержит аминокислоты,1,2.8118321898549094e-05,1,1.0,2.0,1.0
Продукты питания,вид киселя,2,5.623664379709819e-05,2,1.0,10.0,0.5
Продукты питания,объем кружки,1,2.8118321898549094e-05,1,1.0,6.0,1.0
Продукты питания,особенности кружки,1,2.8118321898549094e-05,1,1.0,9.0,1.0
Продукты питания,сорт перловки,2,5.623664379709819e-05,2,1.0,11.0,0.5
Продукты питания,вид детской смеси,3,8.435496569564728e-05,1,0.3333333333333333,8.0,1.0
Продукты питания,апелласьон,3,8.435496569564728e-05,3,1.0,9.0,0.3333333333333333
Продукты питания,фасовщик,3,8.435496569564728e-05,2,0.6666666666666666,7.0,0.6666666666666666
Продукты питания,вид пасты,3,8.435496569564728e-05,2,0.6666666666666666,8.0,0.6666666666666666
Продукты питания,древесина,4,0.00011247328759419637,1,0.25,3.0,1.0
Продукты питания,для выдержки напитков,1,2.8118321898549094e-05,1,1.0,2.0,1.0
Продукты питания,обжиг,4,0.00011247328759419637,2,0.5,7.0,0.5
Продукты питания,форма свечи,1,2.8118321898549094e-05,1,1.0,16.0,1.0
Продукты питания,вид халвы,7,0.00019682825328984366,5,0.7142857142857143,9.0,0.42857142857142855
Продукты питания,вид аксессуаров,1,2.8118321898549094e-05,1,1.0,16.0,1.0
Продукты питания,количество в наборе,2,5.623664379709819e-05,2,1.0,6.0,0.5
Продукты питания,назначение открытки,1,2.8118321898549094e-05,1,1.0,33.0,1.0
Продукты питания,дизайн открытки,1,2.8118321898549094e-05,1,1.0,11.0,1.0
Продукты питания,объем лекарственной формы,2,5.623664379709819e-05,2,1.0,2.5,0.5
Продукты питания,алк.крепость,1,2.8118321898549094e-05,1,1.0,2.0,1.0
Продукты питания,языки,3,8.435496569564728e-05,1,0.3333333333333333,7.0,1.0
Продукты питания,жанры/тематика,3,8.435496569564728e-05,3,1.0,21.0,0.3333333333333333
Продукты питания,год выпуска,3,8.435496569564728e-05,3,1.0,4.0,0.3333333333333333
Продукты питания,особенности посуды,1,2.8118321898549094e-05,1,1.0,63.0,1.0
Продукты питания,назначение бокалов,1,2.8118321898549094e-05,1,1.0,39.0,1.0
Продукты питания,фермерское,1,2.8118321898549094e-05,1,1.0,11.0,1.0
Продукты питания,срок хранения 3,2,5.623664379709819e-05,2,1.0,4.5,0.5
Продукты питания,цвет пива,7,0.00019682825328984366,2,0.2857142857142857,7.0,0.8571428571428571
Продукты питания,пастеризация напитка,2,5.623664379709819e-05,1,0.5,15.0,1.0
Продукты питания,фильтрация напитка,2,5.623664379709819e-05,1,0.5,13.0,1.0
Продукты питания,масса лекарственной формы,2,5.623664379709819e-05,2,1.0,2.5,0.5
Продукты питания,единица массы лекарственной формы,2,5.623664379709819e-05,1,0.5,1.0,1.0
Продукты питания,язык,1,2.8118321898549094e-05,1,1.0,7.0,1.0
Продукты питания,рецепт,1,2.8118321898549094e-05,1,1.0,9.0,1.0
Продукты питания,кислотность,1,2.8118321898549094e-05,1,1.0,1.0,1.0
Продукты питания,"количество упаковок, в штуках",1,2.8118321898549094e-05,1,1.0,2.0,1.0
Продукты питания,"срок годности, в месяцах",1,2.8118321898549094e-05,1,1.0,2.0,1.0
Продукты питания,состав набора для глинтвейна,2,5.623664379709819e-05,2,1.0,30.0,0.5
Продукты питания,вкус кофе,2,5.623664379709819e-05,1,0.5,34.0,1.0
Продукты питания,лекарственные травы,2,5.623664379709819e-05,2,1.0,69.0,0.5
Продукты питания,добавки (макароны),1,2.8118321898549094e-05,1,1.0,18.0,1.0
Продукты питания,гибрид,2,5.623664379709819e-05,1,0.5,3.0,1.0
Продукты питания,место для выращивания,2,5.623664379709819e-05,2,1.0,26.5,0.5
Продукты питания,солнечный свет,1,2.8118321898549094e-05,1,1.0,6.0,1.0
Продукты питания,вид полуфабриката,1,2.8118321898549094e-05,1,1.0,7.0,1.0
Продукты питания,мнн/действующее вещество,1,2.8118321898549094e-05,1,1.0,28.0,1.0
Продукты питания,особые условия,1,2.8118321898549094e-05,1,1.0,719.0,1.0
Продукты питания,партнер,1,2.8118321898549094e-05,1,1.0,13.0,1.0
Продукты питания,тип набора автомобилиста,1,2.8118321898549094e-05,1,1.0,37.0,1.0
Продукты питания,емкость,2,5.623664379709819e-05,2,1.0,9.0,0.5
Продукты питания,выходное напряжение,2,5.623664379709819e-05,2,1.0,6.0,0.5
Продукты питания,срок службы,2,5.623664379709819e-05,1,0.5,4.0,1.0
Продукты питания,гарантийный срок,2,5.623664379709819e-05,1,0.5,6.0,1.0
Продукты питания,массовая доля сухих веществ,1,2.8118321898549094e-05,1,1.0,6.0,1.0
Продукты питания,adult,1,2.8118321898549094e-05,1,1.0,4.0,1.0
Продукты питания,сорт мёда,1,2.8118321898549094e-05,1,1.0,9.0,1.0
Продукты питания,источник,1,2.8118321898549094e-05,1,1.0,93.0,1.0
Продукты питания,вид консервы,2,5.623664379709819e-05,1,0.5,16.0,1.0
Продукты питания,посадочный материал,4,0.00011247328759419637,3,0.75,6.5,0.5
Продукты питания,культура,3,8.435496569564728e-05,3,1.0,5.0,0.3333333333333333
Продукты питания,режим охлаждения,1,2.8118321898549094e-05,1,1.0,11.0,1.0
Продукты питания,массовая доля,2,5.623664379709819e-05,1,0.5,3.0,1.0
Продукты питания,жирность (%),2,5.623664379709819e-05,2,1.0,3.0,0.5
Продукты питания,пониженное содержание лактозы,1,2.8118321898549094e-05,1,1.0,3.0,1.0
Продукты питания,вид ветчины,1,2.8118321898549094e-05,1,1.0,12.0,1.0
Продукты питания,страниц,1,2.8118321898549094e-05,1,1.0,15.0,1.0
Продукты питания,тип обложки,1,2.8118321898549094e-05,1,1.0,40.0,1.0
Продукты питания,иллюстрации,1,2.8118321898549094e-05,1,1.0,7.0,1.0
Продукты питания,масса,1,2.8118321898549094e-05,1,1.0,5.0,1.0
Продукты питания,год,1,2.8118321898549094e-05,1,1.0,4.0,1.0
Продукты питания,переводчик,2,5.623664379709819e-05,2,1.0,17.0,0.5
Продукты питания,жанр,1,2.8118321898549094e-05,1,1.0,16.0,1.0
Продукты питания,вкус (чипсы),2,5.623664379709819e-05,2,1.0,9.5,0.5
Продукты питания,цельнозерновая,3,8.435496569564728e-05,1,0.3333333333333333,3.0,1.0
Продукты питания,вид макарон/лапши,1,2.8118321898549094e-05,1,1.0,14.0,1.0
Продукты питания,"объем, в мл",1,2.8118321898549094e-05,1,1.0,3.0,1.0
Продукты питания,тип ткани,1,2.8118321898549094e-05,1,1.0,21.0,1.0
Продукты питания,назначение ткани,1,2.8118321898549094e-05,1,1.0,48.0,1.0
Продукты питания,аллергены,1,2.8118321898549094e-05,1,1.0,58.0,1.0
Продукты питания,нормативные документы,1,2.8118321898549094e-05,1,1.0,20.0,1.0
Продукты питания,для фондю и фонтанов,1,2.8118321898549094e-05,1,1.0,2.0,1.0
Продукты питания,ягоды,1,2.8118321898549094e-05,1,1.0,9.0,1.0
Продукты питания,высота растения,1,2.8118321898549094e-05,1,1.0,6.0,1.0
Продукты питания,место посадки,1,2.8118321898549094e-05,1,1.0,17.0,1.0
Продукты питания,месяц цветения,1,2.8118321898549094e-05,1,1.0,3.0,1.0
Продукты питания,вид выпечки,2,5.623664379709819e-05,2,1.0,4.5,0.5
Продукты питания,тип установки,1,2.8118321898549094e-05,1,1.0,10.0,1.0
Продукты питания,питание,1,2.8118321898549094e-05,1,1.0,79.0,1.0
Продукты питания,материал плафона,1,2.8118321898549094e-05,1,1.0,5.0,1.0
Продукты питания,управление,1,2.8118321898549094e-05,1,1.0,20.0,1.0
Продукты питания,источник света,1,2.8118321898549094e-05,1,1.0,10.0,1.0
Продукты питания,без косточек,2,5.623664379709819e-05,1,0.5,2.0,1.0
Продукты питания,тип зерна,4,0.00011247328759419637,2,0.5,6.0,0.75
Продукты питания,сочетание,2,5.623664379709819e-05,2,1.0,33.0,0.5
Продукты питания,тип итальянской муки,1,2.8118321898549094e-05,1,1.0,2.0,1.0
Продукты питания,вид конфитюра,1,2.8118321898549094e-05,1,1.0,11.0,1.0
Продукты питания,фасовка (чай),3,8.435496569564728e-05,1,0.3333333333333333,14.0,1.0
Продукты питания,срок хранения от даты производства (суток),2,5.623664379709819e-05,2,1.0,3.0,0.5
Продукты питания,порционная продукция,1,2.8118321898549094e-05,1,1.0,2.0,1.0
Продукты питания,вкус (жев. резинка),1,2.8118321898549094e-05,1,1.0,82.0,1.0
Продукты питания,единица объема лекарственной формы,1,2.8118321898549094e-05,1,1.0,2.0,1.0
Продукты питания,количество ячеек,1,2.8118321898549094e-05,1,1.0,6.0,1.0
Продукты питания,форма ячеек,1,2.8118321898549094e-05,1,1.0,8.0,1.0
Продукты питания,для улучшения пищеварения,1,2.8118321898549094e-05,1,1.0,3.0,1.0
Продукты питания,при плохом аппетите,1,2.8118321898549094e-05,1,1.0,3.0,1.0
Продукты питания,для повышения иммунитета,1,2.8118321898549094e-05,1,1.0,3.0,1.0
Продукты питания,для оральной регидратации,1,2.8118321898549094e-05,1,1.0,3.0,1.0
Продукты питания,противовоспалительный,1,2.8118321898549094e-05,1,1.0,3.0,1.0
Продукты питания,успокоительный,1,2.8118321898549094e-05,1,1.0,3.0,1.0
Продукты питания,при кашле,1,2.8118321898549094e-05,1,1.0,3.0,1.0
Продукты питания,с фруктозой,1,2.8118321898549094e-05,1,1.0,3.0,1.0
Продукты питания,с добавлением сахара,1,2.8118321898549094e-05,1,1.0,3.0,1.0
Продукты питания,с добавлением лимонной кислоты,1,2.8118321898549094e-05,1,1.0,3.0,1.0
Продукты питания,"срок хранения, месяцев",1,2.8118321898549094e-05,1,1.0,2.0,1.0
Продукты питания,"срок годности в холодильнике, месяцев",1,2.8118321898549094e-05,1,1.0,2.0,1.0
Продукты питания,"вес брутто, в граммах",1,2.8118321898549094e-05,1,1.0,3.0,1.0
Продукты питания,размер картины,3,8.435496569564728e-05,2,0.6666666666666666,5.0,0.6666666666666666
Продукты питания,тип картины,3,8.435496569564728e-05,3,1.0,22.0,0.3333333333333333
Продукты питания,количество картин,3,8.435496569564728e-05,2,0.6666666666666666,32.0,0.6666666666666666
Продукты питания,материал картины,3,8.435496569564728e-05,2,0.6666666666666666,7.0,0.6666666666666666
Продукты питания,особенности картины,3,8.435496569564728e-05,2,0.6666666666666666,9.0,0.6666666666666666
Продукты питания,урожай,2,5.623664379709819e-05,1,0.5,6.0,1.0
Продукты питания,вкус продукта,3,8.435496569564728e-05,3,1.0,6.0,0.3333333333333333
Продукты питания,"вид (печенья, пряники, вафли)",2,5.623664379709819e-05,2,1.0,6.5,0.5
Продукты питания,безалкогольное,1,2.8118321898549094e-05,1,1.0,2.0,1.0
Продукты питания,стиль пива,1,2.8118321898549094e-05,1,1.0,5.0,1.0
Продукты питания,вкусовая группа,1,2.8118321898549094e-05,1,1.0,8.0,1.0
Продукты питания,"энергетическая ценность в 100 г, ккал",1,2.8118321898549094e-05,1,1.0,3.0,1.0
Продукты питания,вкус майонеза,1,2.8118321898549094e-05,1,1.0,9.0,1.0
Продукты питания,срок годности в зависимости от t,1,2.8118321898549094e-05,1,1.0,39.0,1.0
Продукты питания,состав букета,1,2.8118321898549094e-05,1,1.0,4.0,1.0
Продукты питания,"диаметр букета, в см",1,2.8118321898549094e-05,1,1.0,2.0,1.0
Продукты питания,"высота букета, в см",1,2.8118321898549094e-05,1,1.0,2.0,1.0
Продукты питания,дополнительные элементы,1,2.8118321898549094e-05,1,1.0,3.0,1.0
Продукты питания,тип пирожного,1,2.8118321898549094e-05,1,1.0,10.0,1.0
Продукты питания,"отверстие, мм",1,2.8118321898549094e-05,1,1.0,1.0,1.0
Продукты питания,"диаметр, мм",1,2.8118321898549094e-05,1,1.0,1.0,1.0
Продукты питания,цвет производителя,1,2.8118321898549094e-05,1,1.0,9.0,1.0
Продукты питания,дата государственной регистрации,2,5.623664379709819e-05,2,1.0,10.0,0.5
Продукты питания,сорт хлеба,2,5.623664379709819e-05,1,0.5,12.0,1.0
Продукты питания,вид (конфеты),1,2.8118321898549094e-05,1,1.0,9.0,1.0
Продукты питания,тип хранения,1,2.8118321898549094e-05,1,1.0,25.0,1.0
Продукты питания,вкус (фр.яг.),2,5.623664379709819e-05,2,1.0,6.5,0.5
Продукты питания,тип печенья/вафли,1,2.8118321898549094e-05,1,1.0,18.0,1.0
Продукты питания,система,1,2.8118321898549094e-05,1,1.0,7.0,1.0
Продукты питания,тип консервирования,2,5.623664379709819e-05,2,1.0,14.0,0.5
Продукты питания,ключ для открывания,2,5.623664379709819e-05,2,1.0,2.5,0.5
Продукты питания,комплектация набора,2,5.623664379709819e-05,2,1.0,10.5,0.5
Продукты питания,способ заморозки,1,2.8118321898549094e-05,1,1.0,7.0,1.0
Продукты питания,вид икры,1,2.8118321898549094e-05,1,1.0,12.0,1.0
Продукты питания,автор,2,5.623664379709819e-05,2,1.0,23.0,0.5
Продукты питания,букинистическая сохранность,1,2.8118321898549094e-05,1,1.0,7.0,1.0
Продукты питания,возраст для смеси,1,2.8118321898549094e-05,1,1.0,13.0,1.0
Продукты питания,тип замка,1,2.8118321898549094e-05,1,1.0,7.0,1.0
Продукты питания,вид батончиков,2,5.623664379709819e-05,1,0.5,10.0,1.0
Продукты питания,средство,1,2.8118321898549094e-05,1,1.0,4.0,1.0
Продукты питания,покрытие поверхности коврика,1,2.8118321898549094e-05,1,1.0,11.0,1.0
Продукты питания,тип покрытия коврика,1,2.8118321898549094e-05,1,1.0,11.0,1.0
Продукты питания,игровая модель,1,2.8118321898549094e-05,1,1.0,2.0,1.0
Продукты питания,форма коврика,1,2.8118321898549094e-05,1,1.0,13.0,1.0
Продукты питания,основа коврика,1,2.8118321898549094e-05,1,1.0,22.0,1.0
Продукты питания,плотность бумаги,1,2.8118321898549094e-05,1,1.0,7.0,1.0
Продукты питания,разлиновка,1,2.8118321898549094e-05,1,1.0,6.0,1.0
Продукты питания,предмет,1,2.8118321898549094e-05,1,1.0,12.0,1.0
Продукты питания,крепление,1,2.8118321898549094e-05,1,1.0,7.0,1.0
Продукты питания,основа уксуса,1,2.8118321898549094e-05,1,1.0,11.0,1.0
Продукты питания,вид основы,1,2.8118321898549094e-05,1,1.0,10.0,1.0
Продукты питания,тип красителя,1,2.8118321898549094e-05,1,1.0,7.0,1.0
Продукты питания,"количество в упаковке, в штуках",1,2.8118321898549094e-05,1,1.0,1.0,1.0
Продукты питания,с добавлением,1,2.8118321898549094e-05,1,1.0,1.0,1.0
Продукты питания,отжим масла,1,2.8118321898549094e-05,1,1.0,8.0,1.0
Продукты питания,ступени,1,2.8118321898549094e-05,1,1.0,1.0,1.0
Продукты питания,ступени (детские смеси),1,2.8118321898549094e-05,1,1.0,1.0,1.0
Продукты питания,игрушка внутри,1,2.8118321898549094e-05,1,1.0,3.0,1.0
Продукты питания,начинка (конд.),1,2.8118321898549094e-05,1,1.0,22.0,1.0
Продукты питания,рыба,1,2.8118321898549094e-05,1,1.0,5.0,1.0
Продукты питания,тип сыра,1,2.8118321898549094e-05,1,1.0,11.0,1.0
Продукты питания,сорт (оригинальное наименование),1,2.8118321898549094e-05,1,1.0,10.0,1.0
Продукты питания,сорт пшена,1,2.8118321898549094e-05,1,1.0,6.0,1.0
