pattern,category,analogy_score,lexical_analogy,structure_analogy,target1_target,target1_pair,target1_title1,target1_title2,target1_numbers1,target1_numbers2,target1_codes1,target1_codes2,target1_s2_score,target1_catboost_score,target0_target,target0_title1,target0_pair,target0_title2,target0_numbers1,target0_numbers2,target0_codes1,target0_codes2,target0_s2_score,target0_catboost_score,manual_policy_verdict,manual_comment
numeric_or_unit_conflict,Бытовая химия,0.9865898181945072,1.0000000000000004,0.9463592727780274,1.0,[A] abc стиральный порошок для цветного белья 3кг || [B] abc / порошок стиральный abc 3 кг,abc стиральный порошок для цветного белья 3кг,abc / порошок стиральный abc 3 кг,1 | 15 | 16 | 17 | 3 | 3000 | 34 | 5,1 | 13 | 18 | 20 | 3 | 3000 | 3200 | 36 | 50,,,0.80450606,0.72321385,0.0,abc стиральный порошок для цветного белья 3кг,[A] abc стиральный порошок для цветного белья 3кг || [B] abc / порошок стиральный abc 3 кг оригинал,abc / порошок стиральный abc 3 кг оригинал,1 | 15 | 16 | 17 | 3 | 3000 | 34 | 5,12 | 18 | 28 | 3 | 30 | 36,,,0.72386307,0.58741945,,
numeric_or_unit_conflict,Товары для животных,0.9708380490507774,1.0,0.8833521962031097,1.0,"[A] комплект ""классика"", ширина 1 см, шлейка 21-35 см, поводок 120 см, капрон, голубой || [B] пижон комплект прошитый ""лапки"", поводок 120 х 1 см, ог 23-35 см, голубой","комплект ""классика"", ширина 1 см, шлейка 21-35 см, поводок 120 см, капрон, голубой","пижон комплект прошитый ""лапки"", поводок 120 х 1 см, ог 23-35 см, голубой",1 | 120 | 21 | 35,1 | 120 | 23 | 30 | 35,,,0.021804176,0.034785323,0.0,"комплект ""собачки"", ширина 1 см, поводок 1,2 м, шлейка 23-35 см, голубой","[A] комплект ""собачки"", ширина 1 см, поводок 1,2 м, шлейка 23-35 см, голубой || [B] пижон комплект прошитый ""лапки"", поводок 120 х 1 см, ог 23-35 см, голубой","пижон комплект прошитый ""лапки"", поводок 120 х 1 см, ог 23-35 см, голубой",1 | 1.2 | 1697076 | 23 | 30 | 35,1 | 120 | 23 | 30 | 35,,,0.053069875,0.060953297,,
numeric_or_unit_conflict,Ювелирные изделия,0.9267038577235212,1.0000000000000002,0.7068154308940838,1.0,"[A] sokolov кольцо sokolov, серебро, 925 проба, золочение, эмаль, размер 20 || [B] кольцо серебро 925 женское с эмалью, 93010835","sokolov кольцо sokolov, серебро, 925 проба, золочение, эмаль, размер 20","кольцо серебро 925 женское с эмалью, 93010835",1 | 20 | 3.92 | 925,1.9 | 12 | 16.5 | 3 | 4.21 | 6 | 925 | 93010835,,3х23х19,0.16761422,0.18530713,0.0,"diamant кольцо diamant, серебро, 925 проба, чернение, размер 19, белый","[A] diamant кольцо diamant, серебро, 925 проба, чернение, размер 19, белый || [B] кольцо серебро 925, 95-110-00942-1","кольцо серебро 925, 95-110-00942-1",00942 | 1 | 1.75 | 110 | 19 | 925 | 95,00942 | 1 | 1.64 | 110 | 12 | 18.5 | 3 | 6 | 925 | 95,,,0.9190633,0.86701936,,
numeric_or_unit_conflict,Аптека,0.9172316439579844,0.9999999999999993,0.6689265758319396,1.0,[A] очки с футляром-змейка melorsch мод. 2110 цвет 6 с линзами ecoplus 1.56 hmc -6.00 рц 60-62 || [B] очки с футляром-змейка melorsch мод. 2110 цвет 6 с линзами ecoplus 1.56 hmc -8.00 рц 58-60,очки с футляром-змейка melorsch мод. 2110 цвет 6 с линзами ecoplus 1.56 hmc -6.00 рц 60-62,очки с футляром-змейка melorsch мод. 2110 цвет 6 с линзами ecoplus 1.56 hmc -8.00 рц 58-60,1.56 | 138 | 140 | 17 | 2023 | 2110 | 45 | 52 | 6 | 6.00 | 60 | 62,1.56 | 140 | 2110 | 45 | 52 | 58 | 6 | 60 | 8.00,uv400,uv400,0.0006984833,0.0026108322,0.0,очки с футляром-змейка melorsch мод. 2098 цвет 1 с линзами ecoplus 1.56 hmc -0.50 рц 60-62,[A] очки с футляром-змейка melorsch мод. 2098 цвет 1 с линзами ecoplus 1.56 hmc -0.50 рц 60-62 || [B] melorsh очки с футляром-змейка melorsch мод. 2098 цвет 1 с линзами ecoplus 1.56 hmc -0.75 рц 60-62,melorsh очки с футляром-змейка melorsch мод. 2098 цвет 1 с линзами ecoplus 1.56 hmc -0.75 рц 60-62,0.50 | 1 | 1.56 | 140 | 144 | 17 | 2023 | 2098 | 47 | 54 | 60 | 62,0.75 | 1 | 1.56 | 144 | 2098 | 47 | 54 | 60 | 62,uv400,uv400,0.004505242,0.0063414536,,
numeric_or_unit_conflict,Красота и гигиена,0.8801097829014011,1.0,0.5204391316056044,1.0,"[A] lash&go / черные ресницы 16 линий / d / 0.15 / 10 || [B] lash&go черные ресницы для наращивания, одна длина, изгиб d,16 линий, 0.10/d/15 mm лэш гоу",lash&go / черные ресницы 16 линий / d / 0.15 / 10,"lash&go черные ресницы для наращивания, одна длина, изгиб d,16 линий, 0.10/d/15 mm лэш гоу",0.15 | 10 | 16,0.10 | 1 | 15 | 16,,,0.093017325,0.07434006,0.0,"lash&go ресницы черные 0,07/d/12 mm (16 линий)","[A] lash&go ресницы черные 0,07/d/12 mm (16 линий) || [B] lash&go ресницы черные 0,10/d+/7 mm (16 линий)","lash&go ресницы черные 0,10/d+/7 mm (16 линий)",0 | 0.07 | 07 | 100 | 12 | 16 | 30 | 5,0.10 | 16 | 7,,,0.0076431064,0.017505603,,
numeric_or_unit_conflict,Канцелярские товары,0.8767578184103622,0.9028213701618529,0.7985671631558899,1.0,"[A] пастель сухая в карандаше koh-i-noor gioconda 8820/45 soft pastel, жёлто- коричневая || [B] не определен пастель сухая в карандаше gioconda 8820/2 soft pastel, чeрная 12 шт","пастель сухая в карандаше koh-i-noor gioconda 8820/45 soft pastel, жёлто- коричневая","не определен пастель сухая в карандаше gioconda 8820/2 soft pastel, чeрная 12 шт",45 | 8820,12 | 2 | 8820,,,0.022035986,0.027546186,0.0,"пастель сухая в карандаше koh-i-noor gioconda 8820/45 soft pastel, жёлто- коричневая","[A] пастель сухая в карандаше koh-i-noor gioconda 8820/45 soft pastel, жёлто- коричневая || [B] пастель сухая в карандаше koh-i-noor gioconda 8820/03 soft pastel, тёмная охра","пастель сухая в карандаше koh-i-noor gioconda 8820/03 soft pastel, тёмная охра",45 | 8820,03 | 1 | 365 | 8820,,,0.03352622,0.026607167,,
numeric_or_unit_conflict,Мебель,0.8517897634931743,0.8272370047938501,0.9254480395911466,1.0,"[A] стол обеденный нераскладной кухонный loft со столешницей цвета антрацит из массива сосны 40 мм и белыми металлическими ножками, 100х75х75 см, 100х75х75 см || [B] solarius стол кухонный loft со столешницей без покрытия из массива сосны 40 мм и черными металлическими ножками, 100х70х75 см","стол обеденный нераскладной кухонный loft со столешницей цвета антрацит из массива сосны 40 мм и белыми металлическими ножками, 100х75х75 см, 100х75х75 см","solarius стол кухонный loft со столешницей без покрытия из массива сосны 40 мм и черными металлическими ножками, 100х70х75 см",1 | 100 | 10394 | 2 | 23500 | 40 | 700 | 75,2 | 21.9 | 4 | 40,100х75х75,100х70х75 | 102х72х21 | 70x100x75,0.021570422,0.016396735,0.0,"solarius стол журнальный loft со столешницей цвета ольхи из массива сосны 40 мм и белыми металлическими ножками, 140х60х50 см","[A] solarius стол журнальный loft со столешницей цвета ольхи из массива сосны 40 мм и белыми металлическими ножками, 140х60х50 см || [B] стол журнальный loft со столешницей из массива сосны 40 мм без шлифовки и покраски с белыми металлическими ножками, 140х70х50 см","стол журнальный loft со столешницей из массива сосны 40 мм без шлифовки и покраски с белыми металлическими ножками, 140х70х50 см",2 | 21 | 4 | 40,1 | 10242 | 140 | 2 | 23600 | 40 | 50 | 70 | 701,140х60х50 | 142х62х21 | 60x140x50,140х70х50,0.0060261637,0.010434403,,
numeric_or_unit_conflict,Электроника,0.8407759441865992,0.8921828725470209,0.6865551591053339,1.0,"[A] apple смартфон iphone 14 pro 6/512 гб, черный || [B] apple / apple iphone 14 pro 512 гб, black","apple смартфон iphone 14 pro 6/512 гб, черный","apple / apple iphone 14 pro 512 гб, black",1 | 12 | 14 | 147.5 | 172 | 2 | 2160 | 23 | 3 | 3.46 | 3200 | 3840 | 48 | 5.3 | 512 | 6 | 6.1 | 60 | 7.85 | 71.5 | 75 | 802,1 | 12 | 14 | 16 | 22 | 3 | 3200 | 4 | 48 | 5 | 512 | 6 | 6.1,2532x1170,,0.16092065,0.16038774,0.0,"apple смартфон iphone 11 4/128 гб, черный","[A] apple смартфон iphone 11 4/128 гб, черный || [B] apple / iphone 11 128gb",apple / iphone 11 128gb,11 | 12 | 128 | 13 | 194 | 2 | 2.65 | 20 | 2160 | 240 | 3 | 30 | 3110 | 3840 | 4 | 5.0 | 6 | 6.1 | 60 | 75 | 802,0.83 | 1 | 10 | 11 | 12 | 128 | 13 | 15.09 | 18 | 194 | 25 | 4 | 5 | 5.0 | 6 | 6.1 | 7.57,1792x828 | 7x150,1792x828,0.7039236,0.7014988,,
numeric_or_unit_conflict,Канцелярские товары,0.8196701471979555,0.8401863273037419,0.7581216068805967,1.0,"[A] комплект 2 упаковок, бумага цветная promega jet (а3.160г, голубая пастель) 250л/уп || [B] бумага цветная promega jet (а3, 160 грамм, голубая пастель) 250 листов в упаковке","комплект 2 упаковок, бумага цветная promega jet (а3.160г, голубая пастель) 250л/уп","бумага цветная promega jet (а3, 160 грамм, голубая пастель) 250 листов в упаковке",2 | 250,1 | 160 | 250 | 29.7 | 42,,,0.025168277,0.03464801,0.0,"бумага цветная promega jet (а3, 160г, зеленая пастель) 250л/уп","[A] бумага цветная promega jet (а3, 160г, зеленая пастель) 250л/уп || [B] комплект 2 упаковок, бумага цветная promega jet (а3.160г, голубая пастель) 250л/уп","комплект 2 упаковок, бумага цветная promega jet (а3.160г, голубая пастель) 250л/уп",1 | 160 | 250 | 29.7 | 42,2 | 250,297x420,,0.0046137692,0.020425096,,
numeric_or_unit_conflict,Бытовая химия,0.8177776448183134,0.8591420128699209,0.6936845406634913,1.0,"[A] zhandaulet / стиральный порошок || [B] порошок стиральный, аква пудра насыщенный цвет 450 г.",zhandaulet / стиральный порошок,"порошок стиральный, аква пудра насыщенный цвет 450 г.",16 | 20 | 22 | 3 | 450,1 | 15 | 19 | 350 | 4 | 450 | 5,,,0.12854613,0.12597036,0.0,abc/стиральный порошок 9кг/лимон,[A] abc/стиральный порошок 9кг/лимон || [B] abc бытовая химия / стиральный порошок abc 9 кг,abc бытовая химия / стиральный порошок abc 9 кг,1 | 11 | 15 | 30 | 45 | 5 | 9 | 90 | 9000,15 | 2025 | 24 | 35 | 9 | 90 | 9000,,,0.51442736,0.41732904,,
numeric_or_unit_conflict,Продукты питания,0.804414156774213,0.8602943894191358,0.6367734588394445,1.0,[A] чай черный greenfield golden ceylon 100г х 2шт || [B] чай черный листовой greenfield golden ceylon (гринфилд голден цейлон) 100г (комплект 20 шт.) 6003516,чай черный greenfield golden ceylon 100г х 2шт,чай черный листовой greenfield golden ceylon (гринфилд голден цейлон) 100г (комплект 20 шт.) 6003516,0 | 100 | 1095 | 2 | 20 | 75,100 | 20 | 6003516,,,0.013819428,0.028443612,0.0,чай черный листовой greenfield golden ceylon (гринфилд голден цейлон) 100г (комплект 20 шт.) 6003516,"[A] чай черный листовой greenfield golden ceylon (гринфилд голден цейлон) 100г (комплект 20 шт.) 6003516 || [B] чай черный greenfield golden ceylon листовой, 100г / 2 шт по 100 гр","чай черный greenfield golden ceylon листовой, 100г / 2 шт по 100 гр",100 | 20 | 6003516,100 | 1095 | 2 | 25 | 3 | 5,,,0.009798558,0.01898172,,
numeric_or_unit_conflict,Бытовая химия,0.7999614328359677,0.7839472043136206,0.8480041184030085,1.0,"[A] lenor / концентрированный кондиционер для белья 1,785 л 51 стирок || [B] lenor  кондиционер для белья концентрат от кутюр манифик 1,795 л","lenor / концентрированный кондиционер для белья 1,785 л 51 стирок","lenor  кондиционер для белья концентрат от кутюр манифик 1,795 л",1.785 | 100 | 12 | 1785 | 1872 | 29 | 51 | 9,1 | 1.795 | 15 | 1795 | 5,,15х10х10 | o1agr58785,0.21011358,0.1270793,0.0,abc / кондиционер для белья,[A] abc / кондиционер для белья || [B] abc кондиционер для белья 2000 мл,abc кондиционер для белья 2000 мл,13 | 1440 | 15 | 1550 | 32 | 36 | 5 | 8,1 | 12573 | 140 | 15 | 20 | 2000 | 2100 | 30 | 330 | 5 | 70,,,0.090337574,0.036789186,,
numeric_or_unit_conflict,Бытовая химия,0.7946985334019621,1.0000000000000009,0.17879413360784566,1.0,"[A] московский мыловаренный завод мыло хозяйственное гост-30266-2017 72%, 200 г || [B] мыло хозяйственное гост-30266-2017 72%, 180 г","московский мыловаренный завод мыло хозяйственное гост-30266-2017 72%, 200 г","мыло хозяйственное гост-30266-2017 72%, 180 г",0.2 | 200 | 2017 | 30266 | 72,180 | 2017 | 30266 | 72 | 948056,гост302662017,гост302662017,0.04664555,0.055397306,0.0,"ммз, мыло хозяйственное, гост-30266-95 65%, 180 грамм, 60 штук в упаковке","[A] ммз, мыло хозяйственное, гост-30266-95 65%, 180 грамм, 60 штук в упаковке || [B] московский мыловаренный завод мыло хозяйственное гост-30266-2017 72%, 200 г","московский мыловаренный завод мыло хозяйственное гост-30266-2017 72%, 200 г",1632466 | 180 | 251 | 30266 | 60 | 65 | 95,0.2 | 200 | 2017 | 30266 | 72,6х3х9 | sl163246660sl1449p1251 | гост3026695,гост302662017,0.00944843,0.01549924,,
numeric_or_unit_conflict,Мебель,0.7926402496285996,0.7887939672527423,0.8041790967561717,1.0,[A] без бренда шкаф-пенал трикс левый цвет дуб крафт золотой 600-550-2200 наполнение платье || [B] шкаф-пенал трикс левый цвет дуб крафт золотой с ящиками 600-550-2000 наполнение белье,без бренда шкаф-пенал трикс левый цвет дуб крафт золотой 600-550-2200 наполнение платье,шкаф-пенал трикс левый цвет дуб крафт золотой с ящиками 600-550-2000 наполнение белье,1 | 220 | 2200 | 55 | 550 | 60 | 600 | 75,1 | 200 | 2000 | 24 | 50337 | 55 | 550 | 60 | 600 | 6440294689 | 75000,230х65х10,multimedia1,0.019707344,0.024333537,0.0,без бренда шкаф-пенал трикс левый цвет дуб крафт серый 500-550-2000 наполнение белье,[A] без бренда шкаф-пенал трикс левый цвет дуб крафт серый 500-550-2000 наполнение белье || [B] шкаф-пенал трикс левый цвет дуб крафт серый 400-520-2000 наполнение белье,шкаф-пенал трикс левый цвет дуб крафт серый 400-520-2000 наполнение белье,1 | 200 | 2000 | 50 | 500 | 55 | 550 | 65,200 | 2000 | 24 | 40 | 400 | 50000 | 50898 | 52 | 520 | 6543117302,210х65х10,,0.009808246,0.01242917,,
numeric_or_unit_conflict,Мебель,0.7867618017154189,0.7276903526391758,0.9639761489441478,1.0,[A] шкаф арлин 3 с ящиками 1400-520-2200 дуб крафт золотой наполнение платье/белье || [B] без бренда шкаф арлин 3 с ящиками 1400-550-2200 дуб крафт золотой наполнение платье/белье,шкаф арлин 3 с ящиками 1400-520-2200 дуб крафт золотой наполнение платье/белье,без бренда шкаф арлин 3 с ящиками 1400-550-2200 дуб крафт золотой наполнение платье/белье,140 | 1400 | 168000 | 220 | 2200 | 24 | 3 | 36768 | 52 | 520 | 6699230366,1 | 140 | 1400 | 173 | 2 | 220 | 2200 | 3 | 55 | 550,,230х65х10,0.009433544,0.012736021,0.0,шкаф трикс 3 цвет дуб крафт золотой и белый 1200-550-2100 наполнение платье/белье,[A] шкаф трикс 3 цвет дуб крафт золотой и белый 1200-550-2100 наполнение платье/белье || [B] без бренда шкаф трикс 3 цвет дуб крафт золотой и белый 1200-520-2100 наполнение платье/белье/платье,без бренда шкаф трикс 3 цвет дуб крафт золотой и белый 1200-520-2100 наполнение платье/белье/платье,120 | 1200 | 150000 | 210 | 2100 | 24 | 3 | 50614 | 55 | 550 | 6453847475,120 | 1200 | 140 | 210 | 2100 | 3 | 52 | 520,,220х62х10,0.013135126,0.016742917,,
numeric_or_unit_conflict,Бытовая химия,0.7678986190024828,0.7819341116885151,0.7257921409443859,1.0,[A] средство для мытья посуды fairy нежные руки чайное дерево и мята 450мл 1 шт. || [B] фейри / средство для мытья посуды,средство для мытья посуды fairy нежные руки чайное дерево и мята 450мл 1 шт.,фейри / средство для мытья посуды,1 | 450 | 5 | 645941,0.5 | 3 | 35 | 430 | 7,,,0.04830116,0.06657402,0.0,fairy / средство для мытья посуды,"[A] fairy / средство для мытья посуды || [B] fairy средство для мытья посуды, 450 мл","fairy средство для мытья посуды, 450 мл",13 | 18 | 25 | 37 | 3750 | 4 | 5,1 | 15 | 450 | 5,,jpyf31917,0.22299784,0.13027564,,
sku_human_asymmetry,Электроника,0.9999999999999994,0.9999999999999992,1.0,1.0,[A] mypads / мужская поясная сумка-борсетка-чехол borsello для blackvi... || [B] мужская поясная сумка-борсетка-чехол mypads borsello для blackview bv6000s с несколькими отделениями на молнии и двумя большими вместительными карманами из натуральной кожи,mypads / мужская поясная сумка-борсетка-чехол borsello для blackvi...,мужская поясная сумка-борсетка-чехол mypads borsello для blackview bv6000s с несколькими отделениями на молнии и двумя большими вместительными карманами из натуральной кожи,20 | 22 | 4,186263,bv9200,bv6000s,0.11189073,0.13278031,0.0,mypads / мужская поясная сумка-борсетка-чехол borsello для blackvi...,[A] mypads / мужская поясная сумка-борсетка-чехол borsello для blackvi... || [B] мужская поясная сумка-борсетка-чехол mypads borsello для blackview bv6000s с несколькими отделениями на молнии и двумя большими вместительными карманами из натуральной кожи,мужская поясная сумка-борсетка-чехол mypads borsello для blackview bv6000s с несколькими отделениями на молнии и двумя большими вместительными карманами из натуральной кожи,20 | 22 | 4,186263,bv9300,bv6000s,0.113974735,0.14422889,,
sku_human_asymmetry,Электроника,0.9999999999999994,0.9999999999999992,1.0,1.0,[A] mypads / мужская поясная сумка-борсетка-чехол mypads borsello для ... || [B] мужская поясная сумка-борсетка-чехол mypads borsello для blackview bv6000s с несколькими отделениями на молнии и двумя большими вместительными карманами из натуральной кожи,mypads / мужская поясная сумка-борсетка-чехол mypads borsello для ...,мужская поясная сумка-борсетка-чехол mypads borsello для blackview bv6000s с несколькими отделениями на молнии и двумя большими вместительными карманами из натуральной кожи,20 | 3 | 5 | 60,186263,,bv6000s,0.46972752,0.50800264,0.0,mypads / мужская поясная сумка-борсетка-чехол mypads borsello для ...,[A] mypads / мужская поясная сумка-борсетка-чехол mypads borsello для ... || [B] мужская поясная сумка-борсетка-чехол mypads borsello для blackview bv6000s с несколькими отделениями на молнии и двумя большими вместительными карманами из натуральной кожи,мужская поясная сумка-борсетка-чехол mypads borsello для blackview bv6000s с несколькими отделениями на молнии и двумя большими вместительными карманами из натуральной кожи,130 | 20 | 2017 | 3 | 5 | 60,186263,,bv6000s,0.4549492,0.4786488,,
sku_human_asymmetry,Музыкальные инструменты,0.9977801357720746,0.9999999999999999,0.9911205430882988,1.0,[A] трости для сопрано саксофона vandoren v16 №3 (10 шт) || [B] трости для саксофона-альт vandoren v16 sr703,трости для сопрано саксофона vandoren v16 №3 (10 шт),трости для саксофона-альт vandoren v16 sr703,10 | 110 | 30 | 60,,,sr703,0.050231338,0.08431675,0.0,трости для саксофона-альт vandoren v16 sr703,[A] трости для саксофона-альт vandoren v16 sr703 || [B] трости для сопрано саксофона vandoren v16 №4 (10 шт),трости для сопрано саксофона vandoren v16 №4 (10 шт),,10 | 110 | 30 | 4.0 | 60,sr703,,0.03581288,0.064525545,,
sku_human_asymmetry,Музыкальные инструменты,0.9332522098566978,0.935053756721468,0.9278475692623873,1.0,"[A] pq-6225-00 tusq верхний порожек для акустической/электрогитары, graphtech || [B] graphtech / tusq верхний порожек для акустической/электрогитары","pq-6225-00 tusq верхний порожек для акустической/электрогитары, graphtech",graphtech / tusq верхний порожек для акустической/электрогитары,00 | 6225,,pq622500,,0.8578359,0.89071643,0.0,"pq-6115-00 tusq верхний порожек для электрогитары, graphtech","[A] pq-6115-00 tusq верхний порожек для электрогитары, graphtech || [B] graphtech / tusq верхний порожек для акустической/электрогитары",graphtech / tusq верхний порожек для акустической/электрогитары,00 | 300 | 6115,,pq611500,,0.661751,0.70295966,,
sku_human_asymmetry,Музыкальные инструменты,0.919238311062952,1.0000000000000007,0.6769532442518061,1.0,"[A] session steel natural minor e губная гармошка, seydel sohne 10313e || [B] seydel sohne / губная гармошка, session steel natural minor e","session steel natural minor e губная гармошка, seydel sohne 10313e","seydel sohne / губная гармошка, session steel natural minor e",1,1 | 10 | 20,10313e,,0.18637559,0.2929587,0.0,"seydel sohne / губная гармошка, session steel natural minor e","[A] seydel sohne / губная гармошка, session steel natural minor e || [B] 10313d session steel natural minor d губная гармошка, seydel sohne","10313d session steel natural minor d губная гармошка, seydel sohne",1 | 10 | 20,,,10313d,0.030285452,0.06991013,,
sku_human_asymmetry,Автотовары,0.8924502883612706,1.0,0.5698011534450823,1.0,[A] tmi tatsumi колодки тормозные tca1075 || [B] / колодки тормозные дисковые задние toyota,tmi tatsumi колодки тормозные tca1075,/ колодки тормозные дисковые задние toyota,0446504080 | 0446508030 | 0446521020 | 0446528510 | 0446533270 | 0446533280 | 0446533350 | 0446565020 | 0446565021,30 | 35 | 5,04465yzzea | tca1075,tca1053,0.043941207,0.04420651,0.0,"lpr колодки тормозные дисковые, арт. 05p1272","[A] lpr колодки тормозные дисковые, арт. 05p1272 || [B] ctr тормозные колодки",ctr тормозные колодки,1438867 | 1439867 | 1459408 | 1477803 | 15662234 | 1566234 | 1682005 | 1699667 | 1756395 | 1917249,,05p1272 | 6g9012m008gd | 6g912m008ga | 6g912m008gb | 6g912m008gc | 6g912m008gd | 6g912m008gf | 6g912mm08ga | 6g912mm08gb | 6g912mm08gc | 71bg8200aa | lr003655 | lr003657 | lr003772 | lr023888 | me6g9j2m008ga | me6g9j2m008gc,,0.09466806,0.11781934,,
sku_human_asymmetry,Бытовая химия,0.8812904985190928,1.0,0.5251619940763714,1.0,[A] dr.tuttelle стиральный порошок 983 г 20  стирок для детского белья || [B] dr.tuttelle / порошок стиральный dr.tuttelle детский 900г dt030,dr.tuttelle стиральный порошок 983 г 20  стирок для детского белья,dr.tuttelle / порошок стиральный dr.tuttelle детский 900г dt030,1 | 20 | 983,6 | 9 | 900,,dt030,0.08024334,0.085943416,0.0,dr.tuttelle стиральный порошок,[A] dr.tuttelle стиральный порошок || [B] dr.tuttelle / порошок стиральный dr.tuttelle детский 900г dt030,dr.tuttelle / порошок стиральный dr.tuttelle детский 900г dt030,,6 | 9 | 900,,dt030,0.5888681,0.59135294,,
sku_human_asymmetry,Хобби и творчество,0.8329030066111254,1.0000000000000002,0.3316120264445006,1.0,"[A] без бренда головоломка тетрис тонкая 27х18х0,5 см || [B] детская развивающая головоломка тетрис 27 18 0,5 см","без бренда головоломка тетрис тонкая 27х18х0,5 см","детская развивающая головоломка тетрис 27 18 0,5 см",14 | 3 | 5,0.5 | 18 | 27 | 3 | 40 | 6759373,27х18х0,,0.51774406,0.461941,0.0,"лас играс головоломка «тетрис» тонкая 27х18х0,5 см","[A] лас играс головоломка «тетрис» тонкая 27х18х0,5 см || [B] головоломка ""тетрис""","головоломка ""тетрис""",0.50 | 150 | 18 | 27 | 3 | 5,6743127,27х18х0,,0.7850518,0.84393066,,
sku_human_asymmetry,Галантерея и аксессуары,0.810021386437411,0.8337657005021115,0.7387884442433094,1.0,[A] skmei часы наручные || [B] daniel klein / часы наручные daniel klein dk-1547-1,skmei часы наручные,daniel klein / часы наручные daniel klein dk-1547-1,2023,1 | 1547 | 20 | 38 | 5 | 9,,dk15471,0.07801038,0.14653008,0.0,omax часы наручные кварцевые has221,"[A] omax часы наручные кварцевые has221 || [B] наручные часы omax premium, черный","наручные часы omax premium, черный",111 | 12 | 22 | 220 | 3 | 376 | 377 | 44,1 | 22 | 24 | 3 | 44 | 50,has221 | sr626,,0.24585561,0.25594762,,
sku_human_asymmetry,Музыкальные инструменты,0.8018474992683292,0.7591602744324166,0.9299091737760673,1.0,"[A] foix / акустическая гитара с чехлом, ремнем, тюнером, foix || [B] ffg-4101c-bk акустическая гитара, с вырезом, черная, foix","foix / акустическая гитара с чехлом, ремнем, тюнером, foix","ffg-4101c-bk акустическая гитара, с вырезом, черная, foix",100 | 20 | 40,1 | 4 | 43 | 6,,ffg4101cbk,0.070594214,0.07755914,0.0,"акустическая гитара, черная, naranda  cag280bk","[A] акустическая гитара, черная, naranda  cag280bk || [B] foix / акустическая гитара с чехлом, ремнем, тюнером, foix","foix / акустическая гитара с чехлом, ремнем, тюнером, foix",1 | 1600 | 21 | 4 | 43 | 6 | 650 | 991,100 | 20 | 40,cag280bk,,0.046149276,0.04612274,,
sku_human_asymmetry,Строительство и ремонт,0.7283204775361637,0.7869287810652736,0.5524955669488336,1.0,"[A] ambrella light трековый светильник, 10 вт || [B] ambrella light трековый светильник ambrella xt6322022","ambrella light трековый светильник, 10 вт",ambrella light трековый светильник ambrella xt6322022,1 | 10 | 185 | 2000 | 3,1 | 10 | 18.5 | 3 | 6,,xt6322022,0.90601707,0.88030034,0.0,светильник спот ambrella light techno xm1102004,"[A] светильник спот ambrella light techno xm1102004 || [B] ambrella light подвесной светильник, gu5.3, 10 вт","ambrella light подвесной светильник, gu5.3, 10 вт",1 | 10 | 16 | 20 | 220 | 3 | 5 | 80,1 | 10 | 2 | 220 | 3 | 4200 | 80,xm1102004,,0.5455396,0.62291735,,
sku_human_asymmetry,Музыкальные инструменты,0.671991535548301,0.6140695844443691,0.8457573888600971,1.0,[A] dasmax / mrгк-2 чехол для классической гитары 4/4 || [B] чехол для классической гитары 4/4 синий,dasmax / mrгк-2 чехол для классической гитары 4/4,чехол для классической гитары 4/4 синий,2 | 35 | 4 | 5,4,mrгк2,,0.18780744,0.26025936,0.0,d'addario ej45c струны для классической гитары,[A] d'addario ej45c струны для классической гитары || [B] d addario / d addario ej47 струны для классической гитары,d addario / d addario ej47 струны для классической гитары,,1,ej45c,,0.028275046,0.038676284,,
sku_human_asymmetry,Строительство и ремонт,0.6644256525550041,0.6155147477008992,0.8111583671173188,1.0,[A] подвесной светильник st luce st603.243.22 || [B] st luce подвесной светильник,подвесной светильник st luce st603.243.22,st luce подвесной светильник,1 | 1.8 | 130 | 1430 | 2.11 | 22 | 243.22 | 3 | 4000 | 49,1800 | 3,12х12х49 | st603,,0.50172687,0.5155219,0.0,"wertmark подвесной светильник, g9, 40 вт","[A] wertmark подвесной светильник, g9, 40 вт || [B] подвесной светильник wertmark berta we237.12.003",подвесной светильник wertmark berta we237.12.003,1 | 16.71 | 220 | 40 | 6500 | 9 | 900,12.003 | 160 | 220 | 240 | 32 | 35 | 4 | 40 | 5 | 63 | 8,,75х68х23 | ipip20 | we237,0.57670736,0.5476615,,
sku_human_asymmetry,Музыкальные инструменты,0.6487641649176548,0.5830534942935843,0.8458961767898661,1.0,"[A] струны для акустической гитары orphee tx620, 010-047, фосфорная бронза || [B] orphee / струны для акустической гитары orphee tx","струны для акустической гитары orphee tx620, 010-047, фосфорная бронза",orphee / струны для акустической гитары orphee tx,010 | 047 | 1 | 25,,tx620,,0.26477766,0.34081185,0.0,струны для акустической гитары dr string vta-12/56,[A] струны для акустической гитары dr string vta-12/56 || [B] dr vta 11 струны для акустической гитары,dr vta 11 струны для акустической гитары,1 | 12 | 56 | 6,11,vta12,,0.012552418,0.029619494,,
