audit_id,human_row_id,id1,id2,category,target,predict,mismatch_type,selection_reason,title1,title2,compact1,compact2,product_text_1,product_text_2
172,24970,51539726172,111669250393,Товары для животных,0.0,0.7772998611746911,FP,confident_minilm_v1_error,pi-pi-bent наполнитель глиняный комкующийся свежий 5000г.,pi-pi-bent / наполнитель для лотков 12 л 5 кг,"Название: pi-pi-bent наполнитель глиняный комкующийся свежий 5000г. | бренд: pi-pi-bent | тип наполнителя: комкующийся | размер гранул: мелкие (1-2 мм) | размер упаковки (длина х ширина х высота), см: 10х12х14 | объем, л: 12 | вес товара, г: 5000 | цвет товара: красный | комплектация: наполнитель pi pi bent 12 л | аромат: свежий | предназначено для: для кошек | состав наполнителя: глиняный | страна-изготовитель: россия",Название: pi-pi-bent / наполнитель для лотков 12 л 5 кг | тип наполнителя для животных: комкующийся | объем наполнителя для животных: 12,"Категория: Товары для животных
Название: pi-pi-bent наполнитель глиняный комкующийся свежий 5000г.
бренд: pi-pi-bent
тип наполнителя: комкующийся
размер гранул: мелкие (1-2 мм)
размер упаковки (длина х ширина х высота), см: 10х12х14
объем, л: 12
вес товара, г: 5000
цвет товара: красный
комплектация: наполнитель pi pi bent 12 л
аромат: свежий
возраст животного: для взрослых
единиц в одном товаре: 1
особенности наполнителя: поглощает запах
предназначено для: для кошек
состав наполнителя: глиняный
страна-изготовитель: россия
упаковка: пакет
условия хранения: в сухом прохладном месте","Категория: Товары для животных
Название: pi-pi-bent / наполнитель для лотков 12 л 5 кг
тип наполнителя для животных: комкующийся
объем наполнителя для животных: 12
валюта: rub
страна производства: россия"
173,34189,77309466120,352187340751,Товары для животных,0.0,0.5312093733737563,FP,confident_minilm_v1_error,pro plan / сухой корм для стерилизованных кошек индейка 3кг,"pro plan корм для пожилых стерилизованных кошек всех пород, индейка 3 кг",Название: pro plan / сухой корм для стерилизованных кошек индейка 3кг | вид вкуса корма: индейка | вид животного: для кошек | размер животного: любой размер животного | вес товара без упаковки (г): 3000 г | вес товара с упаковкой (г): 3010 г | комплектация: 1 упаковка - 3 кг | высота упаковки: 27 см | длина упаковки: 12 см | количество предметов в упаковке: 1 пакет | назначение корма: кастрированные | ширина упаковки: 20 см,"Название: pro plan корм для пожилых стерилизованных кошек всех пород, индейка 3 кг | бренд: pro plan | артикул: caeec391-02b5-11ea-a9ac-000c296512e3 | тип: корм сухой | размер животного: малый | вес товара, г: 3000 | вкус корма для животных: индейка | особые потребности: с избыточным весом | предназначено для: для кошек | состав: индейка 14%, сухой белок птицы, рис, кукурузный глютен, пшеничный глютен, пшеница, волокна пшеницы, продукты переработки растительного сырья, кукурузный крахмал, яичный порошок, животный жир, рыбий жир, сухой корень цикория, масло соевое, минеральные вещества, витамины, рыбий жир, вкусоароматическая кормовая добавка, дрожжи, антиоксиданты | страна-изготовитель: россия","Категория: Товары для животных
Название: pro plan / сухой корм для стерилизованных кошек индейка 3кг
вид вкуса корма: индейка
вид животного: для кошек
размер животного: любой размер животного
вес товара без упаковки (г): 3000 г
вес товара с упаковкой (г): 3010 г
комплектация: 1 упаковка - 3 кг
валюта: rub
возраст животного: взрослые
высота упаковки: 27 см
длина упаковки: 12 см
класс корма: супер-премиум
количество предметов в упаковке: 1 пакет
назначение корма: кастрированные
порода кошки: любая порода кошек
срок годности: 2г
страна производства: россия
ширина упаковки: 20 см","Категория: Товары для животных
Название: pro plan корм для пожилых стерилизованных кошек всех пород, индейка 3 кг
бренд: pro plan
артикул: caeec391-02b5-11ea-a9ac-000c296512e3
тип: корм сухой
размер животного: малый
вес товара, г: 3000
вкус корма для животных: индейка
возраст животного: для взрослых
единиц в одном товаре: 1
основной ингредиент: птица
особые потребности: с избыточным весом
предназначено для: для кошек
состав: индейка 14%, сухой белок птицы, рис, кукурузный глютен, пшеничный глютен, пшеница, волокна пшеницы, продукты переработки растительного сырья, кукурузный крахмал, яичный порошок, животный жир, рыбий жир, сухой корень цикория, масло соевое, минеральные вещества, витамины, рыбий жир, вкусоароматическая кормовая добавка, дрожжи, антиоксиданты
срок годности в днях: 547
страна-изготовитель: россия
упаковка: пакет"
174,93285,214748453771,712964700773,Товары для животных,0.0,0.8933094110250331,FP,confident_minilm_v1_error,искусственное растение для аквариума и террариума пижон аква зелёное 10 см 5 шт,"пижон аква растение искусственное аквариумное, 10 см, зелёное, пластик, 5 штук","Название: искусственное растение для аквариума и террариума пижон аква зелёное 10 см 5 шт | бренд: пижон аква | артикул производителя: 6772709 | код товара: 100059300989 | тип товара: искусственное растение | вид растения: другое | цвет: зеленый | материал: пластик; полистоун | комплектация: растение - 5 шт. | высота, в сантиметрах: 10 | длина, в сантиметрах: 3 | количество в упаковке: 5 | назначение: для аквариума | особенности: нетоксичный материал; устойчивость к соленой воде | ширина, в сантиметрах: 2","Название: пижон аква растение искусственное аквариумное, 10 см, зелёное, пластик, 5 штук | бренд: пижон аква | тип: декорация для аквариума | вид декорации: растение | размер упаковки (длина х ширина х высота), см: 12х4х12 | размеры, мм: 100 | вес товара, г: 6 | цвет товара: зеленый | материал: пластик | комплектация: пижон аква растение искусственное аквариумное 5 штук | страна-изготовитель: китай","Категория: Товары для животных
Название: искусственное растение для аквариума и террариума пижон аква зелёное 10 см 5 шт
бренд: пижон аква
артикул производителя: 6772709
код товара: 100059300989
тип товара: искусственное растение
вид растения: другое
цвет: зеленый
материал: пластик; полистоун
комплектация: растение - 5 шт.
высота, в сантиметрах: 10
длина, в сантиметрах: 3
количество в упаковке: 5
назначение: для аквариума
особенности: нетоксичный материал; устойчивость к соленой воде
расположение растения: на подставке
с грузом: да
форма: куст
ширина, в сантиметрах: 2","Категория: Товары для животных
Название: пижон аква растение искусственное аквариумное, 10 см, зелёное, пластик, 5 штук
бренд: пижон аква
тип: декорация для аквариума
вид декорации: растение
размер упаковки (длина х ширина х высота), см: 12х4х12
размеры, мм: 100
вес товара, г: 6
цвет товара: зеленый
материал: пластик
комплектация: пижон аква растение искусственное аквариумное 5 штук
единиц в одном товаре: 5
страна-изготовитель: китай
упаковка: пакет"
175,171066,395137140969,687194828315,Товары для животных,0.0,0.9706877672877219,FP,component_companion,"пушистое счастье ошейник для собак и кошек с фастексом «неон», 30 х 1 см","пушистое счастье, ошейник для собак и кошек с фастексом ""неон"" , 30 х 1 см, цвет микс","Название: пушистое счастье ошейник для собак и кошек с фастексом «неон», 30 х 1 см | тип: ошейник | размер собаки: маленький | цвет товара: микс | ширина ленты: 10 мм","Название: пушистое счастье, ошейник для собак и кошек с фастексом ""неон"" , 30 х 1 см, цвет микс | бренд: пушистое счастье | тип: ошейник | вид ошейника: декоративный | размер животного: малый | размер одежды/аксессуара для животных: безразмерный | размер упаковки (длина х ширина х высота), см: 10х3х10 | размеры, мм: 300х10 | вес товара, г: 22 | цвет товара: разноцветный | материал: пластик | комплектация: пушистое счастье, ошейник для собак и кошек с фастексом ""неон"" , 30 х 1 см, цвет микс, 1 штука. | длина ошейника общая, см: 30 | предназначено для: для кошек | страна-изготовитель: китай | ширина ошейника, мм: 10","Категория: Товары для животных
Название: пушистое счастье ошейник для собак и кошек с фастексом «неон», 30 х 1 см
тип: ошейник
размер собаки: маленький
цвет товара: микс
обхват шеи: 30 см
особенности: универсальный
ширина ленты: 10 мм","Категория: Товары для животных
Название: пушистое счастье, ошейник для собак и кошек с фастексом ""неон"" , 30 х 1 см, цвет микс
бренд: пушистое счастье
тип: ошейник
вид ошейника: декоративный
размер животного: малый
размер одежды/аксессуара для животных: безразмерный
размер упаковки (длина х ширина х высота), см: 10х3х10
размеры, мм: 300х10
вес товара, г: 22
цвет товара: разноцветный
материал: пластик
комплектация: пушистое счастье, ошейник для собак и кошек с фастексом ""неон"" , 30 х 1 см, цвет микс, 1 штука.
длина ошейника общая, см: 30
единиц в одном товаре: 1
обхват шеи максимальный, cм: 30
обхват шеи, см: 30
особенности ошейника: влагозащитный
предназначено для: для кошек
страна-изготовитель: китай
ширина ошейника, мм: 10"
176,261808,609885477208,42949719578,Товары для животных,0.0,0.798186775339273,FP,lexical_surprise,"пижон / рулетка 'пижон' с прорезиненной ручкой, 3 м, до 15 кг, трос,","рулетка ""пижон"" с прорезиненной ручкой, 3 м, до 15 кг, трос, серо-голубая","Название: пижон / рулетка 'пижон' с прорезиненной ручкой, 3 м, до 15 кг, трос, | комплектация: уточни у продавца","Название: рулетка ""пижон"" с прорезиненной ручкой, 3 м, до 15 кг, трос, серо-голубая | бренд: пижон | тип: поводок | вид поводка: рулетка | цвет товара: серый | материал: металл | длина поводка, м: 3 | страна-изготовитель: китай","Категория: Товары для животных
Название: пижон / рулетка 'пижон' с прорезиненной ручкой, 3 м, до 15 кг, трос,
комплектация: уточни у продавца
валюта: rub
страна производства: китай","Категория: Товары для животных
Название: рулетка ""пижон"" с прорезиненной ручкой, 3 м, до 15 кг, трос, серо-голубая
бренд: пижон
тип: поводок
вид поводка: рулетка
цвет товара: серый
материал: металл
длина поводка, м: 3
макс. нагрузка, кг: 15
страна-изготовитель: китай"
177,321087,747324430579,360777405764,Товары для животных,0.0,0.5926665999540697,FP,confident_minilm_v1_error,сухой корм purina one природа здоровья с курицей повседневный для кошек 680 г,"сухой корм purinа one для взрослых кошек, природа здоровья, курица 680 г","Название: сухой корм purina one природа здоровья с курицей повседневный для кошек 680 г | тип изделия: сухой корм | вид животного: кошки | размер: 1 шт | размер животного: гигантские, средние, маленькие, крупные | вес: 680.0 г | количество в упаковке: 1 шт | назначение: повседневные | основной вкус: курица | особенности состава: без красителей, без ароматизаторов | примечание к составу: натуральные ингредиенты. | состав: курица (17,0%), сухой белок птицы, пшеница, ячмень, растительная мука, кукуруза, животные жиры, белок гороха, высушенный корень цикория (2,0%), минеральные вещества, гидролизат белка животного происхождения, сухие дрожжи, аминокислоты, консерванты, спирулина (0,2%), антиоксиданты.","Название: сухой корм purinа one для взрослых кошек, природа здоровья, курица 680 г | бренд: нет бренда | артикул: 100034 | тип: корм сухой | размер упаковки (длина х ширина х высота), см: 27 см × 19 см × 8 см | предназначено для: для кошек | страна-изготовитель: россия","Категория: Товары для животных
Название: сухой корм purina one природа здоровья с курицей повседневный для кошек 680 г
тип изделия: сухой корм
вид животного: кошки
размер: 1 шт
размер животного: гигантские, средние, маленькие, крупные
вес: 680.0 г
возраст: взрослые (1-6 лет)
класс ингредиентов: премиум
количество в упаковке: 1 шт
назначение: повседневные
основной вкус: курица
особенности состава: без красителей, без ароматизаторов
примечание к составу: натуральные ингредиенты.
производитель: нестле россия ооо
состав: курица (17,0%), сухой белок птицы, пшеница, ячмень, растительная мука, кукуруза, животные жиры, белок гороха, высушенный корень цикория (2,0%), минеральные вещества, гидролизат белка животного происхождения, сухие дрожжи, аминокислоты, консерванты, спирулина (0,2%), антиоксиданты.
срок хранения: 18 мес
страна: россия
условия хранения: при температуре от +5°с до +35°с
штук в упаковке: 1","Категория: Товары для животных
Название: сухой корм purinа one для взрослых кошек, природа здоровья, курица 680 г
бренд: нет бренда
артикул: 100034
тип: корм сухой
размер упаковки (длина х ширина х высота), см: 27 см × 19 см × 8 см
возраст животного: для взрослых
единиц в одном товаре: 1
предназначено для: для кошек
срок годности в днях: 365
страна-изготовитель: россия
условия хранения: при температуре от +1`с до +30`с"
178,356509,833223747301,472446461603,Товары для животных,0.0,0.9579122687801985,FP,confident_minilm_v1_error,"farmina / n&d для собак мелких тыква, ягнёнок, черника 2.5кг","корм сухой farmina ""n&d"" для собак мелких пород, беззерновой, с ягненком и черникой, 2,5 кг","Название: farmina / n&d для собак мелких тыква, ягнёнок, черника 2.5кг | вид вкуса корма: ягненок | вид животного: для собак | размер животного: малый | вес товара без упаковки (г): 2500 г | вес товара с упаковкой (г): 2500 г | высота упаковки: 37 см | длина упаковки: 10 см | количество предметов в упаковке: 1 шт. | назначение корма: беззерновой; для чувствительного пищеварения; для поддержания здоровья кожи и шерсти | основной вкус корма: ягненок; тыква; черника | состав: ягнёнок; куриный жир; тыква; морковь сушеная; сельдь свежая | ширина упаковки: 25 см","Название: корм сухой farmina ""n&d"" для собак мелких пород, беззерновой, с ягненком и черникой, 2,5 кг | бренд: farmina | артикул: 13911 | тип: корм сухой | размер животного: малый | размер упаковки (длина х ширина х высота), см: 39 x 26 x 9 | вес товара, г: 2500 | комплектация: корм сухой farmina ""n&d"" для собак мелких пород, беззерновой, с ягненком и черникой, 2,5 кг | вкус корма для животных: ягнёнок | предназначено для: для собак | состав: свежее мясо ягненка без костей (26%), дегидратированное мясо ягненка (25%), картофель, дегидратированные цельные яйца, свежая сельдь, дегидратированная сельдь, животный жир, рыбий жир, волокна гороха, сушеная морковь, сушеная люцерна, инулин, фруктоолигосахариды, маннанолигосахариды, порошок черники (0,5%), дегидратированные яблоки, порошок граната, дегидратированный сладкий апельсин, порошок шпината, подорожник (0,3%), порошок черной смородины, хлорид натрия, дрожжи сухие пивные, корень куркумы (0,2%), глюкозамин, хондроитин сульфат, экстракт календулы (источник лютеина) | страна-изготовитель: сербия","Категория: Товары для животных
Название: farmina / n&d для собак мелких тыква, ягнёнок, черника 2.5кг
вид вкуса корма: ягненок
вид животного: для собак
размер животного: малый
вес товара без упаковки (г): 2500 г
вес товара с упаковкой (г): 2500 г
валюта: rub
возраст животного: взрослые
высота упаковки: 37 см
длина упаковки: 10 см
класс корма: холистик
количество предметов в упаковке: 1 шт.
назначение корма: беззерновой; для чувствительного пищеварения; для поддержания здоровья кожи и шерсти
основной вкус корма: ягненок; тыква; черника
порода собаки: любая порода; любой; любая
состав: ягнёнок; куриный жир; тыква; морковь сушеная; сельдь свежая
срок годности: 18 месяцев
страна производства: сербия
ширина упаковки: 25 см","Категория: Товары для животных
Название: корм сухой farmina ""n&d"" для собак мелких пород, беззерновой, с ягненком и черникой, 2,5 кг
бренд: farmina
артикул: 13911
тип: корм сухой
размер животного: малый
размер упаковки (длина х ширина х высота), см: 39 x 26 x 9
вес товара, г: 2500
комплектация: корм сухой farmina ""n&d"" для собак мелких пород, беззерновой, с ягненком и черникой, 2,5 кг
вкус корма для животных: ягнёнок
возраст животного: для взрослых
единиц в одном товаре: 1
класс корма: холистик
минеральные вещества: витамин а 15000ме; витамин d3 1500ме; витамин е 600мг; витамин с 150мг; витамин pp 37,5мг; пантотеновая кислота 15мг; витамин в2 7,5мг; витамин в6 6мг; витамин в1 4,5мг; витамин н 0,38мг; фолиевая кислота 0,45мг; витамин в12 0,1мг; холина хлорид 2500мг; б
основной ингредиент: мясо
особенности: беззерновой корм
особые потребности: гиперактивные
порода собаки: для любой породы
предназначено для: для собак
содержание мяса, субпродуктов, %: 51
состав: свежее мясо ягненка без костей (26%), дегидратированное мясо ягненка (25%), картофель, дегидратированные цельные яйца, свежая сельдь, дегидратированная сельдь, животный жир, рыбий жир, волокна гороха, сушеная морковь, сушеная люцерна, инулин, фруктоолигосахариды, маннанолигосахариды, порошок черники (0,5%), дегидратированные яблоки, порошок граната, дегидратированный сладкий апельсин, порошок шпината, подорожник (0,3%), порошок черной смородины, хлорид натрия, дрожжи сухие пивные, корень куркумы (0,2%), глюкозамин, хондроитин сульфат, экстракт календулы (источник лютеина)
срок годности в днях: 540
страна-изготовитель: сербия
упаковка: пластиковый пакет
условия хранения: в сухом прохладном месте"
179,56557,128849120298,498216302504,Хобби и творчество,0.0,0.8354835309589073,FP,confident_minilm_v1_error,"трафарет ""солнце"" 9х9 см","не определен трафарет для татуировки ""солнце"" 9х9 см","Название: трафарет ""солнце"" 9х9 см | бренд: нет бренда | тип: трафарет для рисования | количество в упаковке, шт: 1","Название: не определен трафарет для татуировки ""солнце"" 9х9 см | тип: трафарет","Категория: Хобби и творчество
Название: трафарет ""солнце"" 9х9 см
бренд: нет бренда
тип: трафарет для рисования
количество в упаковке, шт: 1","Категория: Хобби и творчество
Название: не определен трафарет для татуировки ""солнце"" 9х9 см
тип: трафарет"
180,59012,137439007437,309237646982,Хобби и творчество,0.0,0.5,FP,confident_minilm_v1_error,"noname трафарет ""узор"" 24х16 см","трафарет ""узор"" 24х16 см","Название: noname трафарет ""узор"" 24х16 см | тип: трафарет | материал: пластик","Название: трафарет ""узор"" 24х16 см | бренд: нет бренда | тип: трафарет для рисования | количество в упаковке, шт: 1","Категория: Хобби и творчество
Название: noname трафарет ""узор"" 24х16 см
тип: трафарет
материал: пластик","Категория: Хобби и творчество
Название: трафарет ""узор"" 24х16 см
бренд: нет бренда
тип: трафарет для рисования
количество в упаковке, шт: 1"
181,77386,180388686566,816043906666,Хобби и творчество,0.0,0.6224593312018546,FP,lexical_surprise,"набор учёного ""телескоп и микроскоп"", 3-х кратное увеличение, световые эффекты, работает от батареек","эврики набор учёного «телескоп+микроскоп», 3-х кратное увеличение, световые эффекты, работает от батареек","Название: набор учёного ""телескоп и микроскоп"", 3-х кратное увеличение, световые эффекты, работает от батареек | бренд: нет бренда | тип: телескоп детский","Название: эврики набор учёного «телескоп+микроскоп», 3-х кратное увеличение, световые эффекты, работает от батареек | тип: телескоп | тип батареек: lr44 (v13ga, ag13, lr1154, sr44)","Категория: Хобби и творчество
Название: набор учёного ""телескоп и микроскоп"", 3-х кратное увеличение, световые эффекты, работает от батареек
бренд: нет бренда
тип: телескоп детский","Категория: Хобби и творчество
Название: эврики набор учёного «телескоп+микроскоп», 3-х кратное увеличение, световые эффекты, работает от батареек
тип: телескоп
тип батареек: lr44 (v13ga, ag13, lr1154, sr44)
минимальный возраст: от 8 лет
предмет наблюдения: звезды, планеты
срок службы: 12 мес."
182,110917,257698123733,42949770638,Хобби и творчество,0.0,0.9626731105140616,FP,confident_minilm_v1_error,"настольная игра ""в поисках деда мороза""",лас играс настольная игра «в поисках деда мороза»,"Название: настольная игра ""в поисках деда мороза"" | бренд: лас играс kids | тип: настольная игра | вид выпуска товара: фабричное производство | страна-изготовитель: россия","Название: лас играс настольная игра «в поисках деда мороза» | тип: настольная игра | тип игры: бродилка, семейная | материал: картон | количество игроков: 4","Категория: Хобби и творчество
Название: настольная игра ""в поисках деда мороза""
бренд: лас играс kids
тип: настольная игра
вид выпуска товара: фабричное производство
страна-изготовитель: россия","Категория: Хобби и творчество
Название: лас играс настольная игра «в поисках деда мороза»
тип: настольная игра
тип игры: бродилка, семейная
материал: картон
возраст от: 3 лет
время партии: 40 минут
количество игроков: 4
тематика: животные и птицы"
183,134025,309237811745,154618823119,Хобби и творчество,0.0,0.9859363735766059,FP,confident_minilm_v1_error,"madeira / нитки rayon №40, 200 м, арт.9840","швейные нитки madeira rayon №40, 200 м, цвет 1020 арт.9840","Название: madeira / нитки rayon №40, 200 м, арт.9840 | тип аксессуара для рукоделия: нитки; нитки для шитья; нитки для кожи | материал изделия: вискоза 100% | комплектация: швейные нитки - 1 шт. | длина предмета: 3.2 см | количество предметов в упаковке: 1 | ширина предмета: 3 см","Название: швейные нитки madeira rayon №40, 200 м, цвет 1020 арт.9840 | бренд: madeira | тип: нитки | вес товара, г: 40 | название цвета: 1020 | цвет ниток: однотонный | комплектация: 1 катушка | длина, м: 200 | количество в упаковке, шт: 1 | состав ниток: вискоза | страна-изготовитель: германия","Категория: Хобби и творчество
Название: madeira / нитки rayon №40, 200 м, арт.9840
тип аксессуара для рукоделия: нитки; нитки для шитья; нитки для кожи
материал изделия: вискоза 100%
комплектация: швейные нитки - 1 шт.
валюта: rub
возрастные ограничения: нет ограничений
длина предмета: 3.2 см
количество предметов в упаковке: 1
страна производства: германия
ширина предмета: 3 см","Категория: Хобби и творчество
Название: швейные нитки madeira rayon №40, 200 м, цвет 1020 арт.9840
бренд: madeira
тип: нитки
вес товара, г: 40
название цвета: 1020
цвет ниток: однотонный
комплектация: 1 катушка
длина, м: 200
количество в упаковке, шт: 1
номер: 40
состав ниток: вискоза
страна-изготовитель: германия"
184,152865,360777283655,773094203971,Хобби и творчество,0.0,0.5926665999540697,FP,confident_minilm_v1_error,трафарет пластик 'разные бабочки' 16х22 см,"не определен трафарет пластик ""бабочки разные"" 16х22 см",Название: трафарет пластик 'разные бабочки' 16х22 см | бренд: арт узор | тип: трафарет для рисования,"Название: не определен трафарет пластик ""бабочки разные"" 16х22 см | тип: трафарет | размер трафарета (дхш): 22x16 cм | материал: пластик","Категория: Хобби и творчество
Название: трафарет пластик 'разные бабочки' 16х22 см
бренд: арт узор
тип: трафарет для рисования","Категория: Хобби и творчество
Название: не определен трафарет пластик ""бабочки разные"" 16х22 см
тип: трафарет
размер трафарета (дхш): 22x16 cм
материал: пластик"
185,248042,584115555492,670015016467,Хобби и творчество,0.0,0.5312093733737563,FP,confident_minilm_v1_error,развивающая игра накорми зверушку (2 основы+ ложка+ 20 элементов),"развивающая игра лесная мастерская ""накорми зверушку"" (2 основы+ ложка+ 20 элементов)","Название: развивающая игра накорми зверушку (2 основы+ ложка+ 20 элементов) | бренд: лесная мастерская | артикул: 3627093 | тип: головоломка | вид выпуска товара: фабричное производство | вид головоломки: головоломки рубика | размеры, мм: 160×220×220 | образец цвета: https://cdn1.ozone.ru/s3/multimedia-i/6640995006.jpg | цвет товара: разноцветный | материал: дерево | комплектация: развивающая игра 1 шт | страна-изготовитель: китай","Название: развивающая игра лесная мастерская ""накорми зверушку"" (2 основы+ ложка+ 20 элементов) | тип: настольная игра | тип игры: логическая | материал: дерево, картон","Категория: Хобби и творчество
Название: развивающая игра накорми зверушку (2 основы+ ложка+ 20 элементов)
бренд: лесная мастерская
артикул: 3627093
тип: головоломка
вид выпуска товара: фабричное производство
вид головоломки: головоломки рубика
размеры, мм: 160×220×220
образец цвета: https://cdn1.ozone.ru/s3/multimedia-i/6640995006.jpg
цвет товара: разноцветный
материал: дерево
комплектация: развивающая игра 1 шт
возраст ребенка: от 3 лет
единиц в одном товаре: 1
минимальный возраст ребенка: от 3 лет
принцип игры: перемещение сегментов
страна-изготовитель: китай
упаковка: картонная коробка","Категория: Хобби и творчество
Название: развивающая игра лесная мастерская ""накорми зверушку"" (2 основы+ ложка+ 20 элементов)
тип: настольная игра
тип игры: логическая
материал: дерево, картон
возраст от: 7 лет"
186,258779,601295571056,790274098021,Хобби и творчество,0.0,0.8670357683915538,FP,confident_minilm_v1_error,книга сфера с наклейками создай портрет. наклейки. создай стильный образ девочек 1,тц сфера / книга сфера создай портрет. наклейки. создай стильный образ девочек,Название: книга сфера с наклейками создай портрет. наклейки. создай стильный образ девочек 1 | бренд: нет бренда | тип: набор наклеек,Название: тц сфера / книга сфера создай портрет. наклейки. создай стильный образ девочек | комплектация: книга 1шт.,"Категория: Хобби и творчество
Название: книга сфера с наклейками создай портрет. наклейки. создай стильный образ девочек 1
бренд: нет бренда
тип: набор наклеек","Категория: Хобби и творчество
Название: тц сфера / книга сфера создай портрет. наклейки. создай стильный образ девочек
комплектация: книга 1шт.
валюта: rub
жанры/тематика: детское творчество и досуг
страна производства: россия
языки: русский"
187,271203,635655210916,584115691684,Хобби и творчество,0.0,0.8519528000888387,FP,lexical_surprise,"наполнение для слайма, светится в темноте (набор 5 цветов) по 5 г","с / наполнение для слайма, светится в темноте (набор 5 цветов)","Название: наполнение для слайма, светится в темноте (набор 5 цветов) по 5 г | бренд: нет бренда | тип: набор для опытов","Название: с / наполнение для слайма, светится в темноте (набор 5 цветов) | цвет: голубой, желтый, зеленый, оранжевый | материал изделия: пластик | комплектация: наполнение для слайма, светится в темноте (набор 5 цветов) по 5 г - 1 шт. | высота упаковки: 1 см | длина упаковки: 21 см | ширина упаковки: 8 см","Категория: Хобби и творчество
Название: наполнение для слайма, светится в темноте (набор 5 цветов) по 5 г
бренд: нет бренда
тип: набор для опытов
минимальный возраст ребенка: от 5 лет","Категория: Хобби и творчество
Название: с / наполнение для слайма, светится в темноте (набор 5 цветов)
цвет: голубой, желтый, зеленый, оранжевый
материал изделия: пластик
комплектация: наполнение для слайма, светится в темноте (набор 5 цветов) по 5 г - 1 шт.
валюта: rub
высота упаковки: 1 см
длина упаковки: 21 см
страна производства: китай
ширина упаковки: 8 см"
188,285358,670014952201,455266571507,Хобби и творчество,0.0,0.5926665999540697,FP,confident_minilm_v1_error,"дарите счастье наклейка для окон «волшебного нового года!», многоразовая, 33 × 50 см","наклейки для окон волшебный новый год, многоразовая, 33 х 50 см","Название: дарите счастье наклейка для окон «волшебного нового года!», многоразовая, 33 × 50 см | материал: пластик | длина: 50 см | комплект: да | назначение: на стекло | ширина: 33 см","Название: наклейки для окон волшебный новый год, многоразовая, 33 х 50 см | бренд: арт узор | тип: наклейка декоративная | вес товара, г: 50 | материал: пвх (поливинилхлорид) | количество в упаковке, шт: 1","Категория: Хобби и творчество
Название: дарите счастье наклейка для окон «волшебного нового года!», многоразовая, 33 × 50 см
материал: пластик
длина: 50 см
комплект: да
назначение: на стекло
особенности: термостойкость
ширина: 33 см","Категория: Хобби и творчество
Название: наклейки для окон волшебный новый год, многоразовая, 33 х 50 см
бренд: арт узор
тип: наклейка декоративная
вес товара, г: 50
материал: пвх (поливинилхлорид)
возраст ребенка: от 5 лет
количество в упаковке, шт: 1
максимальный возраст ребенка: до 18 лет
минимальный возраст ребенка: от 5 лет
пол ребенка: унисекс
тематика: абстракция"
