anchor_type,concept,strength,rule_id,canonical_rule,relation,conditional_support,conditional_positive,conditional_negative,conditional_match_prevalence,conditional_wilson_low_95,conditional_wilson_high_95,conditional_max_2_support,anchor_support,anchor_match_prevalence,prevalence_delta_vs_anchor,discovery_effect_class,validation_stability,generation_status,interpretation
brand,brand,weak,rule_cb9d3623dd55d62c,material_grade is explicitly known on only one side,missing_one_side,2,1,1,0.5,0.09452865480086614,0.9054713451991339,0,27312,0.28635764499121263,0.21364235500878737,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_cbc7621fa256fcab,ball_diameter is explicitly known on only one side,missing_one_side,2,1,1,0.5,0.09452865480086614,0.9054713451991339,2,27312,0.28635764499121263,0.21364235500878737,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_ca7c8c8289b4f828,shoe_size_uk is explicitly known on only one side,missing_one_side,2,0,2,0.0,0.0,0.6576280471103807,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_ca97dcb5b436e054,oem_specification has different explicit values,different_value,2,0,2,0.0,0.0,0.6576280471103807,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_caa88996918ae04c,registration_number has different explicit values,different_value,2,0,2,0.0,0.0,0.6576280471103807,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_c965644ad0914e32,product_formulation is explicitly known on only one side,missing_one_side,2,1,1,0.5,0.09452865480086614,0.9054713451991339,0,27312,0.28635764499121263,0.21364235500878737,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_c97ceb0b4422fb96,operation_mode is explicitly known on only one side,missing_one_side,2,1,1,0.5,0.09452865480086614,0.9054713451991339,0,27312,0.28635764499121263,0.21364235500878737,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_c9825653264509d4,dial_shape is explicitly known on only one side,missing_one_side,2,0,2,0.0,0.0,0.6576280471103807,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_c983b482505cc155,main_additive has different explicit values,different_value,2,0,2,0.0,0.0,0.6576280471103807,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_6a209163c53e69c9,size_russian has different explicit values,different_value,2,0,2,0.0,0.0,0.6576280471103807,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_cbfa2d91f5de5dd7,saw_construction is explicitly known on only one side,missing_one_side,2,1,1,0.5,0.09452865480086614,0.9054713451991339,0,27312,0.28635764499121263,0.21364235500878737,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_cc22e867a68a8a49,pencil_case_type has different explicit values,different_value,2,1,1,0.5,0.09452865480086614,0.9054713451991339,0,27312,0.28635764499121263,0.21364235500878737,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_cb0e7715aaa37aac,output_connector is explicitly known on only one side,missing_one_side,2,0,2,0.0,0.0,0.6576280471103807,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_cb1bc582695c13a0,tea_leaf_size has different explicit values,different_value,2,1,1,0.5,0.09452865480086614,0.9054713451991339,1,27312,0.28635764499121263,0.21364235500878737,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_687f2477c42e5bd4,design_image is explicitly known on only one side,missing_one_side,2,0,2,0.0,0.0,0.6576280471103807,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_68b1727de71042a1,canvas_width has different explicit values,different_value,2,0,2,0.0,0.0,0.6576280471103807,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_cb8a2006918839ae,intensity is explicitly known on only one side,missing_one_side,2,1,1,0.5,0.09452865480086614,0.9054713451991339,0,27312,0.28635764499121263,0.21364235500878737,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_cad32b9902e5313c,action_type has different explicit values,different_value,2,2,0,1.0,0.34237195288961925,1.0,0,27312,0.28635764499121263,0.7136423550087874,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_cae53aae5f9ebf97,puzzle_type is explicitly known on only one side,missing_one_side,2,2,0,1.0,0.34237195288961925,1.0,0,27312,0.28635764499121263,0.7136423550087874,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_cae7a3b4401a830e,sole_type is explicitly known on only one side,missing_one_side,2,0,2,0.0,0.0,0.6576280471103807,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_cb0bd0e18a8e0f93,body_size has different explicit values,different_value,2,0,2,0.0,0.0,0.6576280471103807,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_ca55d65932490fed,protein_per_serving has different explicit values,different_value,2,0,2,0.0,0.0,0.6576280471103807,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_006e9a2818e08b6e,max_electrode_diameter has different explicit values,different_value,2,1,1,0.5,0.09452865480086614,0.9054713451991339,1,27312,0.28635764499121263,0.21364235500878737,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_fb5b5b68fb8f3e77,weight_grams has different explicit values,different_value,2,0,2,0.0,0.0,0.6576280471103807,0,6613,0.45728111295932256,-0.45728111295932256,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_fbe955348d74dbc4,total_sachet_count has different explicit values,different_value,2,0,2,0.0,0.0,0.6576280471103807,0,6613,0.45728111295932256,-0.45728111295932256,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_0137d6ea2ccb0a50,item_length is explicitly known on only one side,missing_one_side,2,0,2,0.0,0.0,0.6576280471103807,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_ff5e172b8197ab05,intended_surface is explicitly known on only one side,missing_one_side,2,1,1,0.5,0.09452865480086614,0.9054713451991339,0,6613,0.45728111295932256,0.042718887040677445,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_ff873f04da34bd78,ring_width is explicitly known on only one side,missing_one_side,2,0,2,0.0,0.0,0.6576280471103807,0,6613,0.45728111295932256,-0.45728111295932256,POSITIVE,SAME_DIRECTION_WEAK,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_fee5ae792b3090bd,wash_loads_count is explicitly known on only one side,missing_one_side,2,0,2,0.0,0.0,0.6576280471103807,0,6613,0.45728111295932256,-0.45728111295932256,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_0056f0ee2e13ef72,oil_type is explicitly known on only one side,missing_one_side,2,1,1,0.5,0.09452865480086614,0.9054713451991339,1,27312,0.28635764499121263,0.21364235500878737,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
product_line,series,medium,rule_f63c58ab0b7fda1d,product_type has different explicit values,different_value,1,0,1,0.0,0.0,0.7934567085261071,0,1,0.0,0.0,NEGATIVE,REPLICATED_95,READY_LABEL_0,HARD_NEGATIVE_GENERATION_SUPPORT
brand,brand,weak,rule_004240547635e097,water_saving is explicitly known on only one side,missing_one_side,1,0,1,0.0,0.0,0.7934567085261071,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_0052da3657f223c6,max_voltage is explicitly known on only one side,missing_one_side,1,0,1,0.0,0.0,0.7934567085261071,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_005c9723a935f156,deck_width_cm is explicitly known on only one side,missing_one_side,1,0,1,0.0,0.0,0.7934567085261071,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_fed33acfd92b06bb,diet_type has different explicit values,different_value,1,0,1,0.0,0.0,0.7934567085261071,1,6613,0.45728111295932256,-0.45728111295932256,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_fe9fa8a86bd395be,assortment_type is explicitly known on only one side,missing_one_side,1,1,0,1.0,0.20654329147389294,1.0,0,6613,0.45728111295932256,0.5427188870406774,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_fe8ddaa3df7e18ed,mattress_type is explicitly known on only one side,missing_one_side,1,1,0,1.0,0.20654329147389294,1.0,0,6613,0.45728111295932256,0.5427188870406774,POSITIVE,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_ffbf6902d5cf3068,pin_diameter is explicitly known on only one side,missing_one_side,1,1,0,1.0,0.20654329147389294,1.0,0,6613,0.45728111295932256,0.5427188870406774,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_ffab17035ea3707b,height_adjustment_range is explicitly known on only one side,missing_one_side,1,1,0,1.0,0.20654329147389294,1.0,0,6613,0.45728111295932256,0.5427188870406774,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_ffa65a656e27f739,author is explicitly known on only one side,missing_one_side,1,1,0,1.0,0.20654329147389294,1.0,0,6613,0.45728111295932256,0.5427188870406774,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_ff8c38b3bd06f756,specific_collection is explicitly known on only one side,missing_one_side,1,1,0,1.0,0.20654329147389294,1.0,0,6613,0.45728111295932256,0.5427188870406774,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_ff525e1bad2b8e04,dial_color has different explicit values,different_value,1,0,1,0.0,0.0,0.7934567085261071,0,6613,0.45728111295932256,-0.45728111295932256,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_ff44aa7b616ea56a,ring_style is explicitly known on only one side,missing_one_side,1,1,0,1.0,0.20654329147389294,1.0,0,6613,0.45728111295932256,0.5427188870406774,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_fe06899ff4167d16,animal_age_group is explicitly known on only one side,missing_one_side,1,1,0,1.0,0.20654329147389294,1.0,1,6613,0.45728111295932256,0.5427188870406774,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_fe0cf9228cedd1fe,leg_shape is explicitly known on only one side,missing_one_side,1,0,1,0.0,0.0,0.7934567085261071,0,6613,0.45728111295932256,-0.45728111295932256,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_fe35d42012d82d17,packaging_dimensions has different explicit values,different_value,1,1,0,1.0,0.20654329147389294,1.0,1,6613,0.45728111295932256,0.5427188870406774,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_fe4f49329e615f56,rated_current is explicitly known on only one side,missing_one_side,1,1,0,1.0,0.20654329147389294,1.0,0,6613,0.45728111295932256,0.5427188870406774,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_fd2a53652d5f9334,model_features is explicitly known on only one side,missing_one_side,1,1,0,1.0,0.20654329147389294,1.0,0,6613,0.45728111295932256,0.5427188870406774,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_fd2e4166e3c5519c,heat_retention is explicitly known on only one side,missing_one_side,1,0,1,0.0,0.0,0.7934567085261071,0,6613,0.45728111295932256,-0.45728111295932256,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_fd79cac2c8934504,drive_mechanism is explicitly known on only one side,missing_one_side,1,0,1,0.0,0.0,0.7934567085261071,0,6613,0.45728111295932256,-0.45728111295932256,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_f98a58c07b12bfd4,active_concentration is explicitly known on only one side,missing_one_side,1,1,0,1.0,0.20654329147389294,1.0,1,6613,0.45728111295932256,0.5427188870406774,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_f9a8272d7d7365ce,peroxide_concentration is explicitly known on only one side,missing_one_side,1,1,0,1.0,0.20654329147389294,1.0,0,6613,0.45728111295932256,0.5427188870406774,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_87920c5f58853682,decal_print is explicitly known on only one side,missing_one_side,1,0,1,0.0,0.0,0.7934567085261071,1,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_87b036b0f02dc066,included_camera is explicitly known on only one side,missing_one_side,1,0,1,0.0,0.0,0.7934567085261071,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_87bc26ff7c706782,special_usage is explicitly known on only one side,missing_one_side,1,0,1,0.0,0.0,0.7934567085261071,1,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_86b197450bae0ee0,length_major has different explicit values,different_value,1,1,0,1.0,0.20654329147389294,1.0,0,27312,0.28635764499121263,0.7136423550087874,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_86b326e5880f0306,lamp_types has different explicit values,different_value,1,1,0,1.0,0.20654329147389294,1.0,0,27312,0.28635764499121263,0.7136423550087874,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_86bbad0f426460d6,target_plants has different explicit values,different_value,1,0,1,0.0,0.0,0.7934567085261071,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_86c46cb571b831af,case_feature is explicitly known on only one side,missing_one_side,1,0,1,0.0,0.0,0.7934567085261071,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_686794bd7afeeeab,tree_type has different explicit values,different_value,1,0,1,0.0,0.0,0.7934567085261071,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_689c631cd1fa9787,cover_length is explicitly known on only one side,missing_one_side,1,0,1,0.0,0.0,0.7934567085261071,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_689ee0ac7e7f4833,lens_model has different explicit values,different_value,1,0,1,0.0,0.0,0.7934567085261071,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_68b6226fe56821e1,rear_wheel_diameter has different explicit values,different_value,1,0,1,0.0,0.0,0.7934567085261071,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_cb662ce24f9d1e06,compatible_cartridge_model has different explicit values,different_value,1,0,1,0.0,0.0,0.7934567085261071,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_cb708b91deb00b29,sleeve_diameter is explicitly known on only one side,missing_one_side,1,1,0,1.0,0.20654329147389294,1.0,0,27312,0.28635764499121263,0.7136423550087874,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_cb738f6a78d0b8ee,max_detection_depth has different explicit values,different_value,1,0,1,0.0,0.0,0.7934567085261071,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_cb7665ac63438d5b,shade_count has different explicit values,different_value,1,0,1,0.0,0.0,0.7934567085261071,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_cb91a2c34f89ada1,has_hutch has different explicit values,different_value,1,0,1,0.0,0.0,0.7934567085261071,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_caadd6f56b9d2c87,series_variant is explicitly known on only one side,missing_one_side,1,0,1,0.0,0.0,0.7934567085261071,1,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_cacbe084a8a699dc,power_modes_count is explicitly known on only one side,missing_one_side,1,1,0,1.0,0.20654329147389294,1.0,0,27312,0.28635764499121263,0.7136423550087874,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_cad3e521a60505f8,cabinet_height is explicitly known on only one side,missing_one_side,1,0,1,0.0,0.0,0.7934567085261071,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_cae73cffa8e63866,grind_level has different explicit values,different_value,1,1,0,1.0,0.20654329147389294,1.0,0,27312,0.28635764499121263,0.7136423550087874,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_cae9886caab82fba,memory_channels has different explicit values,different_value,1,0,1,0.0,0.0,0.7934567085261071,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_caecfc54550afed7,fabric_compatibility has a subset or specificity difference,specificity_difference,1,1,0,1.0,0.20654329147389294,1.0,0,27312,0.28635764499121263,0.7136423550087874,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_caf4b9524b334912,age_max has different explicit values,different_value,1,1,0,1.0,0.20654329147389294,1.0,0,27312,0.28635764499121263,0.7136423550087874,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_6a36f7f6583aaca1,vesa_mount has different explicit values,different_value,1,0,1,0.0,0.0,0.7934567085261071,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_cbf49f33bec333a5,cue_weight has different explicit values,different_value,1,0,1,0.0,0.0,0.7934567085261071,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_cbf56f9f4001b024,camera_shutter is explicitly known on only one side,missing_one_side,1,0,1,0.0,0.0,0.7934567085261071,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_cc1fafcf21a6c074,duct_dimensions has different explicit values,different_value,1,0,1,0.0,0.0,0.7934567085261071,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_cc3e10c11e532808,main_ingredient_composition has different explicit values,different_value,1,0,1,0.0,0.0,0.7934567085261071,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_cc44ce2527be25a3,earring_diameter has different explicit values,different_value,1,1,0,1.0,0.20654329147389294,1.0,1,27312,0.28635764499121263,0.7136423550087874,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_cb1819adaccd5a50,outer_diameter_mm is explicitly known on only one side,missing_one_side,1,1,0,1.0,0.20654329147389294,1.0,0,27312,0.28635764499121263,0.7136423550087874,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_cb236e4a1e7b0885,string_tension_category has different explicit values,different_value,1,0,1,0.0,0.0,0.7934567085261071,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_cb38b31d14b0512c,sheath_included is explicitly known on only one side,missing_one_side,1,1,0,1.0,0.20654329147389294,1.0,0,27312,0.28635764499121263,0.7136423550087874,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_cb5893f9a9c5eaad,primer_type is explicitly known on only one side,missing_one_side,1,0,1,0.0,0.0,0.7934567085261071,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_cb63a01acb3385c8,api_standard has different explicit values,different_value,1,0,1,0.0,0.0,0.7934567085261071,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_69716705996aac07,musical_key has different explicit values,different_value,1,1,0,1.0,0.20654329147389294,1.0,1,27312,0.28635764499121263,0.7136423550087874,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_699db0be7490f87e,sachets_per_pack is explicitly known on only one side,missing_one_side,1,0,1,0.0,0.0,0.7934567085261071,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_69a7308092d338f2,solder_diameter has different explicit values,different_value,1,0,1,0.0,0.0,0.7934567085261071,1,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_69b0ae1c1775d0fa,product_weight_g has different explicit values,different_value,1,0,1,0.0,0.0,0.7934567085261071,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_69ca64abb9787841,plasticine_type is explicitly known on only one side,missing_one_side,1,1,0,1.0,0.20654329147389294,1.0,0,27312,0.28635764499121263,0.7136423550087874,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_cc9ddcd4ff7493a7,pitch_range has different explicit values,different_value,1,0,1,0.0,0.0,0.7934567085261071,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_ccac03003a5b32cd,seller_brand is explicitly known on only one side,missing_one_side,1,0,1,0.0,0.0,0.7934567085261071,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_ccb0148a33c637c2,ink_features is explicitly known on only one side,missing_one_side,1,1,0,1.0,0.20654329147389294,1.0,0,27312,0.28635764499121263,0.7136423550087874,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_ccb0a58b2186b263,gost_standard has different explicit values,different_value,1,0,1,0.0,0.0,0.7934567085261071,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_ccb530accf77aab2,bead_material has different explicit values,different_value,1,0,1,0.0,0.0,0.7934567085261071,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_cbc5a1f5abd35364,label_width has different explicit values,different_value,1,0,1,0.0,0.0,0.7934567085261071,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_cbc5c6a0c394c302,decaffeinated has different explicit values,different_value,1,0,1,0.0,0.0,0.7934567085261071,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_cbcb6bc65e231bad,color_palette is explicitly known on only one side,missing_one_side,1,1,0,1.0,0.20654329147389294,1.0,0,27312,0.28635764499121263,0.7136423550087874,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_cbe5b459972f1dea,strap_feature is explicitly known on only one side,missing_one_side,1,1,0,1.0,0.20654329147389294,1.0,0,27312,0.28635764499121263,0.7136423550087874,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_ca7364d8c02a3b0f,variant_code is explicitly known on only one side,missing_one_side,1,1,0,1.0,0.20654329147389294,1.0,1,27312,0.28635764499121263,0.7136423550087874,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_ca82c8af241b5bff,preservatives_content has different explicit values,different_value,1,0,1,0.0,0.0,0.7934567085261071,1,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_ca840747a2249b40,cushion_count has different explicit values,different_value,1,0,1,0.0,0.0,0.7934567085261071,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
