category,attribute,conflict_0,conflict_1,equal_0,equal_1,conflicts,equals,negative_rate_given_conflict,category_negative_rate,smoothed_negative_rate,negative_lift,candidate
Спорт и отдых,"максимальная скорость, км/ч",1,0,0,0,1,0,1.0,0.7404275591020069,0.7836896325850057,0.04326207348299882,False
Спорт и отдых,материал древка,1,0,2,0,1,2,1.0,0.7404275591020069,0.7836896325850057,0.04326207348299882,False
Спорт и отдых,количество цилиндров,1,0,0,0,1,0,1.0,0.7404275591020069,0.7836896325850057,0.04326207348299882,False
Спорт и отдых,материал кия,1,0,1,0,1,1,1.0,0.7404275591020069,0.7836896325850057,0.04326207348299882,False
Спорт и отдых,скорость,1,0,0,1,1,1,1.0,0.7404275591020069,0.7836896325850057,0.04326207348299882,False
Спорт и отдых,контроль,1,0,0,1,1,1,1.0,0.7404275591020069,0.7836896325850057,0.04326207348299882,False
Спорт и отдых,"диаметр колес, мм",1,0,0,1,1,1,1.0,0.7404275591020069,0.7836896325850057,0.04326207348299882,False
Спорт и отдых,"высота защитной сетки, см",1,0,0,0,1,0,1.0,0.7404275591020069,0.7836896325850057,0.04326207348299882,False
Спорт и отдых,материал игрового поля,1,0,0,0,1,0,1.0,0.7404275591020069,0.7836896325850057,0.04326207348299882,False
Спорт и отдых,"объем бассейна, л",1,0,0,0,1,0,1.0,0.7404275591020069,0.7836896325850057,0.04326207348299882,False
Спорт и отдых,"частота излучения, кгц",1,0,0,0,1,0,1.0,0.7404275591020069,0.7836896325850057,0.04326207348299882,False
Спорт и отдых,разрешение экрана,1,0,0,0,1,0,1.0,0.7404275591020069,0.7836896325850057,0.04326207348299882,False
Спорт и отдых,вид продукта,1,0,0,0,1,0,1.0,0.7404275591020069,0.7836896325850057,0.04326207348299882,False
Спорт и отдых,"диаметр диска, см",1,0,0,0,1,0,1.0,0.7404275591020069,0.7836896325850057,0.04326207348299882,False
Продукты питания,вкус,151,44,32,25,195,57,0.7743589743589744,0.7300237227333217,0.7732505930683331,0.04322687033501138,False
Мебель,количество мест,2,0,7,8,2,15,1.0,0.8491264607196576,0.8922331862283269,0.04310672550866934,False
Мебель,регулировка по высоте,2,0,0,1,2,1,1.0,0.8491264607196576,0.8922331862283269,0.04310672550866934,False
Мебель,количество спиц,2,0,0,0,2,0,1.0,0.8491264607196576,0.8922331862283269,0.04310672550866934,False
Канцелярские товары,датированность,22,9,43,18,31,61,0.7096774193548387,0.6597844514410269,0.7027478404779204,0.04296338903689345,False
Строительство и ремонт,артикул,6,1,0,0,7,0,0.8571428571428571,0.7837222870478413,0.8265509529366005,0.04282866588875922,False
Строительство и ремонт,вид ключа,6,1,4,1,7,5,0.8571428571428571,0.7837222870478413,0.8265509529366005,0.04282866588875922,False
Строительство и ремонт,цвет свечения,6,1,1,1,7,2,0.8571428571428571,0.7837222870478413,0.8265509529366005,0.04282866588875922,False
Красота и гигиена,вид маски,7,3,7,3,10,10,0.7,0.6360183767228178,0.6786727922409393,0.04265441551812155,False
Канцелярские товары,вид папки,165,70,0,2,235,2,0.7021276595744681,0.6597844514410269,0.7012455094050214,0.04146105796399446,False
Спорт и отдых,вид удилища,33,9,38,7,42,45,0.7857142857142857,0.7404275591020069,0.780896548840639,0.04046898973863211,False
Продукты питания,степень помола,21,6,6,4,27,10,0.7777777777777778,0.7300237227333217,0.7703162066770816,0.04029248394375984,False
Канцелярские товары,способ установки сейфа,3,1,0,0,4,0,0.75,0.6597844514410269,0.6998802508005705,0.04009579935954355,False
Канцелярские товары,тип,3181,1368,1664,743,4549,2407,0.6992745658386459,0.6597844514410269,0.6992312082251219,0.03944675678409493,False
Бытовая химия,тип,671,508,420,262,1179,682,0.5691263782866837,0.530485955226597,0.5689632008244366,0.038477245597839604,False
Дом и сад,"вес, кг",18,5,1,2,23,3,0.782608695652174,0.7369750932499097,0.774459838080341,0.037484744830431294,False
Музыкальные инструменты,размер инструмента,1,0,0,1,1,1,1.0,0.7780700705488461,0.8150583921240385,0.036988321575192384,False
Музыкальные инструменты,особенности,1,0,0,0,1,0,1.0,0.7780700705488461,0.8150583921240385,0.036988321575192384,False
Музыкальные инструменты,разъемы,1,0,0,0,1,0,1.0,0.7780700705488461,0.8150583921240385,0.036988321575192384,False
Музыкальные инструменты,тип тарелок,1,0,0,0,1,0,1.0,0.7780700705488461,0.8150583921240385,0.036988321575192384,False
Обувь,модельный год,3,0,2,2,3,4,1.0,0.901695110701107,0.9385594441881918,0.036864333487084844,False
Строительство и ремонт,класс пожарной безопасности,1,0,1,0,1,1,1.0,0.7837222870478413,0.8197685725398678,0.036046285492026486,False
Строительство и ремонт,тип питания,1,0,10,5,1,15,1.0,0.7837222870478413,0.8197685725398678,0.036046285492026486,False
Строительство и ремонт,петли,1,0,0,0,1,0,1.0,0.7837222870478413,0.8197685725398678,0.036046285492026486,False
Строительство и ремонт,материал дверей,1,0,1,0,1,1,1.0,0.7837222870478413,0.8197685725398678,0.036046285492026486,False
Строительство и ремонт,управление сливом,1,0,1,0,1,1,1.0,0.7837222870478413,0.8197685725398678,0.036046285492026486,False
Строительство и ремонт,количество рядов,1,0,1,0,1,1,1.0,0.7837222870478413,0.8197685725398678,0.036046285492026486,False
Строительство и ремонт,материал ворса,1,0,1,2,1,3,1.0,0.7837222870478413,0.8197685725398678,0.036046285492026486,False
Строительство и ремонт,тип механизма,1,0,6,4,1,10,1.0,0.7837222870478413,0.8197685725398678,0.036046285492026486,False
Строительство и ремонт,материал ключа,1,0,1,0,1,1,1.0,0.7837222870478413,0.8197685725398678,0.036046285492026486,False
Строительство и ремонт,особенности унитаза,1,0,1,0,1,1,1.0,0.7837222870478413,0.8197685725398678,0.036046285492026486,False
Строительство и ремонт,способ распыления,1,0,0,0,1,0,1.0,0.7837222870478413,0.8197685725398678,0.036046285492026486,False
Строительство и ремонт,количество розеток,1,0,1,1,1,2,1.0,0.7837222870478413,0.8197685725398678,0.036046285492026486,False
Строительство и ремонт,фрезеровка под замок,1,0,1,0,1,1,1.0,0.7837222870478413,0.8197685725398678,0.036046285492026486,False
Строительство и ремонт,"глубина, мм",1,0,2,2,1,4,1.0,0.7837222870478413,0.8197685725398678,0.036046285492026486,False
Строительство и ремонт,"напряжение, в",1,0,2,0,1,2,1.0,0.7837222870478413,0.8197685725398678,0.036046285492026486,False
Строительство и ремонт,насадки,1,0,0,0,1,0,1.0,0.7837222870478413,0.8197685725398678,0.036046285492026486,False
Строительство и ремонт,количество слоев,1,0,0,0,1,0,1.0,0.7837222870478413,0.8197685725398678,0.036046285492026486,False
Строительство и ремонт,закаленный,1,0,0,0,1,0,1.0,0.7837222870478413,0.8197685725398678,0.036046285492026486,False
Строительство и ремонт,номинальное давление (pn),1,0,0,0,1,0,1.0,0.7837222870478413,0.8197685725398678,0.036046285492026486,False
Строительство и ремонт,диаметр,1,0,0,0,1,0,1.0,0.7837222870478413,0.8197685725398678,0.036046285492026486,False
Строительство и ремонт,вид сифона,1,0,0,0,1,0,1.0,0.7837222870478413,0.8197685725398678,0.036046285492026486,False
Строительство и ремонт,тип затвора,1,0,1,0,1,1,1.0,0.7837222870478413,0.8197685725398678,0.036046285492026486,False
Строительство и ремонт,способ монтажа,1,0,0,0,1,0,1.0,0.7837222870478413,0.8197685725398678,0.036046285492026486,False
Строительство и ремонт,класс пыли,1,0,0,1,1,1,1.0,0.7837222870478413,0.8197685725398678,0.036046285492026486,False
Строительство и ремонт,назначение лампы,1,0,0,0,1,0,1.0,0.7837222870478413,0.8197685725398678,0.036046285492026486,False
Строительство и ремонт,"межцентровое расстояние, мм",1,0,0,0,1,0,1.0,0.7837222870478413,0.8197685725398678,0.036046285492026486,False
Строительство и ремонт,назначение сифона,1,0,0,1,1,1,1.0,0.7837222870478413,0.8197685725398678,0.036046285492026486,False
Строительство и ремонт,вид ковролина,1,0,0,0,1,0,1.0,0.7837222870478413,0.8197685725398678,0.036046285492026486,False
Строительство и ремонт,стандарт подводки,1,0,0,0,1,0,1.0,0.7837222870478413,0.8197685725398678,0.036046285492026486,False
Строительство и ремонт,размещение,1,0,1,1,1,2,1.0,0.7837222870478413,0.8197685725398678,0.036046285492026486,False
Строительство и ремонт,тип профиля,1,0,0,0,1,0,1.0,0.7837222870478413,0.8197685725398678,0.036046285492026486,False
Строительство и ремонт,"плотность, г/м2",1,0,0,0,1,0,1.0,0.7837222870478413,0.8197685725398678,0.036046285492026486,False
Строительство и ремонт,оснастка в комплекте,1,0,0,0,1,0,1.0,0.7837222870478413,0.8197685725398678,0.036046285492026486,False
Строительство и ремонт,аксессуары в комплекте,1,0,0,0,1,0,1.0,0.7837222870478413,0.8197685725398678,0.036046285492026486,False
Строительство и ремонт,расход,1,0,0,0,1,0,1.0,0.7837222870478413,0.8197685725398678,0.036046285492026486,False
Спорт и отдых,вид велосипеда,25,7,4,1,32,5,0.78125,0.7404275591020069,0.7757334539327037,0.03530589483069679,False
Продукты питания,вид ягод,4,1,4,1,5,5,0.8,0.7300237227333217,0.7650118613666608,0.03498813863333905,False
Продукты питания,содержание молока,4,1,7,6,5,13,0.8,0.7300237227333217,0.7650118613666608,0.03498813863333905,False
Товары для животных,особенности,26,12,12,3,38,15,0.6842105263157895,0.6447764651378272,0.6796251703648636,0.034848705227036425,False
Продукты питания,вид орехов,49,15,21,10,64,31,0.765625,0.7300237227333217,0.763045197299516,0.03302147456619431,False
Красота и гигиена,тип,847,419,497,209,1266,706,0.6690363349131122,0.6360183767228178,0.6689064452270763,0.032888068504258516,False
Продукты питания,форма выпуска консервов,39,12,4,2,51,6,0.7647058823529411,0.7300237227333217,0.7616092609583323,0.031585538225010534,False
Дом и сад,материал крышки,4,1,1,3,5,4,0.8,0.7369750932499097,0.7684875466249549,0.03151245337504516,False
Дом и сад,количество ярусов,4,1,1,0,5,1,0.8,0.7369750932499097,0.7684875466249549,0.03151245337504516,False
Электроника,фокусное расстояние,13,2,1,1,15,2,0.8666666666666667,0.8267152121970645,0.8566788030492661,0.029963590852201683,False
Электроника,защищенность,13,2,0,0,15,0,0.8666666666666667,0.8267152121970645,0.8566788030492661,0.029963590852201683,False
Спорт и отдых,цепь,4,1,2,2,5,4,0.8,0.7404275591020069,0.7702137795510035,0.029786220448996592,False
Спорт и отдых,материал защитной сетки,4,1,5,1,5,6,0.8,0.7404275591020069,0.7702137795510035,0.029786220448996592,False
Спорт и отдых,"высота, см",4,1,3,2,5,5,0.8,0.7404275591020069,0.7702137795510035,0.029786220448996592,False
Детские товары,пол ребенка,10,11,17,14,21,31,0.47619047619047616,0.43993731541197034,0.469218714502302,0.029281399090331672,False
Автотовары,крепление,1,0,0,0,1,0,1.0,0.8248735197642743,0.8540612664702286,0.029187746705954365,False
Автотовары,типоразмер динамиков,1,0,0,0,1,0,1.0,0.8248735197642743,0.8540612664702286,0.029187746705954365,False
Автотовары,шумоизоляция,1,0,1,0,1,1,1.0,0.8248735197642743,0.8540612664702286,0.029187746705954365,False
Автотовары,профиль ремня,1,0,1,0,1,1,1.0,0.8248735197642743,0.8540612664702286,0.029187746705954365,False
Автотовары,артикул,1,0,0,0,1,0,1.0,0.8248735197642743,0.8540612664702286,0.029187746705954365,False
Автотовары,"вес, кг",1,0,0,0,1,0,1.0,0.8248735197642743,0.8540612664702286,0.029187746705954365,False
Автотовары,вид техники,1,0,0,0,1,0,1.0,0.8248735197642743,0.8540612664702286,0.029187746705954365,False
Автотовары,питание,1,0,0,0,1,0,1.0,0.8248735197642743,0.8540612664702286,0.029187746705954365,False
Автотовары,индекс допуска vag,1,0,0,0,1,0,1.0,0.8248735197642743,0.8540612664702286,0.029187746705954365,False
Автотовары,тип матрицы,1,0,0,0,1,0,1.0,0.8248735197642743,0.8540612664702286,0.029187746705954365,False
Автотовары,встроенные датчики,1,0,0,0,1,0,1.0,0.8248735197642743,0.8540612664702286,0.029187746705954365,False
Автотовары,вид обогрева,1,0,0,0,1,0,1.0,0.8248735197642743,0.8540612664702286,0.029187746705954365,False
Автотовары,количество станций,1,0,0,0,1,0,1.0,0.8248735197642743,0.8540612664702286,0.029187746705954365,False
Автотовары,"длина, см",1,0,0,0,1,0,1.0,0.8248735197642743,0.8540612664702286,0.029187746705954365,False
Электроника,ик-подсветка,1,0,0,0,1,0,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Электроника,револьверное устройство,1,0,0,2,1,2,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Электроника,"высота, см",1,0,4,1,1,5,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Электроника,тип охлаждения,1,0,0,0,1,0,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Электроника,схемотехника,1,0,0,0,1,0,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Электроника,пол,1,0,1,0,1,1,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Электроника,фотоэлементы в комплекте,1,0,0,0,1,0,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Электроника,акустическое оформление,1,0,7,7,1,14,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Электроника,низкопрофильная (low profile),1,0,6,1,1,7,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Электроника,тип фокусного расстояния,1,0,1,0,1,1,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Электроника,тип поставки,1,0,0,0,1,0,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Электроника,шторка для веб-камеры,1,0,0,0,1,0,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Электроника,толщина пленки,1,0,0,0,1,0,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Электроника,антистатический эффект,1,0,0,0,1,0,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Электроника,тип телескопа,1,0,2,0,1,2,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Электроника,ударопрочный корпус,1,0,1,2,1,3,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Электроника,стекло,1,0,0,0,1,0,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Электроника,загрузка диска,1,0,0,0,1,0,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Электроника,скорость ethernet,1,0,0,0,1,0,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Электроника,циферблат,1,0,0,0,1,0,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Электроника,lhr,1,0,0,0,1,0,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Электроника,встроенные датчики,1,0,0,0,1,0,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Электроника,автоматическая двусторонняя печать,1,0,0,2,1,2,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Электроника,монтировка,1,0,3,1,1,4,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Электроника,тип цоколя,1,0,0,0,1,0,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Электроника,застежка,1,0,0,0,1,0,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Электроника,вид ламп,1,0,0,0,1,0,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Электроника,камера,1,0,0,0,1,0,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Электроника,поддержка vpn,1,0,0,0,1,0,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Электроника,функции,1,0,0,0,1,0,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Электроника,тип механизма,1,0,0,0,1,0,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Электроника,вид модема,1,0,0,0,1,0,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Электроника,страна-изготовитель,1,0,0,0,1,0,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Электроника,навигационные системы,1,0,0,0,1,0,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Электроника,тип дисплея,1,0,0,0,1,0,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Электроника,тип датчика,1,0,0,0,1,0,1.0,0.8267152121970645,0.8555960101642204,0.028880797967155925,False
Галантерея и аксессуары,водонепроницаемость,1,0,0,0,1,0,1.0,0.8319352378717663,0.8599460315598052,0.028010793688038937,False
Галантерея и аксессуары,вид спорта,1,0,0,0,1,0,1.0,0.8319352378717663,0.8599460315598052,0.028010793688038937,False
Галантерея и аксессуары,отделения,1,0,0,0,1,0,1.0,0.8319352378717663,0.8599460315598052,0.028010793688038937,False
Спорт и отдых,материал тента,47,14,11,3,61,14,0.7704918032786885,0.7404275591020069,0.7682142090228793,0.02778664992087243,False
Аптека,рост,3,0,0,0,3,0,1.0,0.9272748227972109,0.9545467642482568,0.027271941451045945,False
Строительство и ремонт,шаг цепи,5,1,1,0,6,1,0.8333333333333334,0.7837222870478413,0.8107828577490188,0.02706057070117751,False
Канцелярские товары,комплектация,941,429,121,21,1370,142,0.6868613138686132,0.6597844514410269,0.6867628525506947,0.02697840110966776,False
Мебель,подставка для ног,1,0,32,21,1,53,1.0,0.8491264607196576,0.8742720505997147,0.025145589880057106,False
Мебель,целевая аудитория,1,0,0,0,1,0,1.0,0.8491264607196576,0.8742720505997147,0.025145589880057106,False
Мебель,"ширина зеркала, см",1,0,0,1,1,1,1.0,0.8491264607196576,0.8742720505997147,0.025145589880057106,False
Мебель,установка,1,0,0,0,1,0,1.0,0.8491264607196576,0.8742720505997147,0.025145589880057106,False
Мебель,с подголовником,1,0,1,0,1,1,1.0,0.8491264607196576,0.8742720505997147,0.025145589880057106,False
Мебель,материал купола,1,0,1,0,1,1,1.0,0.8491264607196576,0.8742720505997147,0.025145589880057106,False
Мебель,конструктивные особенности,1,0,0,0,1,0,1.0,0.8491264607196576,0.8742720505997147,0.025145589880057106,False
Мебель,тип матраса,1,0,0,0,1,0,1.0,0.8491264607196576,0.8742720505997147,0.025145589880057106,False
Продукты питания,вид мяса,19,6,20,10,25,30,0.76,0.7300237227333217,0.755003953788887,0.02498023105556524,False
Спорт и отдых,материал внутренней палатки,7,2,2,2,9,4,0.7777777777777778,0.7404275591020069,0.7644384139650023,0.02401085486299548,False
Красота и гигиена,действие,10,5,0,0,15,0,0.6666666666666666,0.6360183767228178,0.6590045941807045,0.02298621745788665,False
Электроника,поддержка esim,12,2,0,0,14,0,0.8571428571428571,0.8267152121970645,0.8491355821571223,0.022420369960057807,False
Дом и сад,бренд,930,295,635,132,1225,767,0.7591836734693878,0.7369750932499097,0.7590933946880077,0.02211830143809801,False
Спорт и отдых,строй,26,8,0,0,34,0,0.7647058823529411,0.7404275591020069,0.7615932768079495,0.021165717705942666,False
Аптека,"количество в упаковке, шт",2,0,11,4,2,15,1.0,0.9272748227972109,0.9480534448551506,0.02077862205793979,False
Аптека,тип колес,2,0,0,0,2,0,1.0,0.9272748227972109,0.9480534448551506,0.02077862205793979,False
Аптека,российский размер,2,0,0,0,2,0,1.0,0.9272748227972109,0.9480534448551506,0.02077862205793979,False
Аптека,количество ребер жесткости,2,0,0,1,2,1,1.0,0.9272748227972109,0.9480534448551506,0.02077862205793979,False
Ювелирные изделия,вид кольца,1,0,0,0,1,0,1.0,0.8759460536049621,0.8966217113374685,0.020675657732506347,False
Детские товары,тип,1331,1566,841,778,2897,1619,0.45944080082844324,0.43993731541197034,0.4594071973042935,0.019469881892323182,False
Бытовая химия,комплектация,2077,1702,45,70,3779,115,0.5496163006086267,0.530485955226597,0.5495910226681112,0.01910506744151419,False
Автотовары,"длина, мм",6,1,0,0,7,0,0.8571428571428571,0.8248735197642743,0.843697299901781,0.01882378013750674,False
Электроника,встроенные динамики,6,1,6,4,7,10,0.8571428571428571,0.8267152121970645,0.8444646717487769,0.017749459551712476,False
Продукты питания,заливка,24,8,15,2,32,17,0.75,0.7300237227333217,0.7473005030720705,0.0172767803387488,False
Детские товары,вид мобиля,1,1,1,0,2,1,0.5,0.43993731541197034,0.4570980824371217,0.017160767025151347,False
Продукты питания,вид риса,21,7,1,2,28,3,0.75,0.7300237227333217,0.7469732913232306,0.016949568589908925,False
Обувь,возрастная группа,1,0,0,0,1,0,1.0,0.901695110701107,0.9180792589175891,0.016384148216482153,False
Обувь,целевая аудитория,1,0,0,0,1,0,1.0,0.901695110701107,0.9180792589175891,0.016384148216482153,False
Дом и сад,антипригарное покрытие,52,17,0,0,69,0,0.7536231884057971,0.7369750932499097,0.7524983171114804,0.015523223861570679,False
Продукты питания,состав,7637,2608,609,262,10245,871,0.7454367984382626,0.7300237227333217,0.7454292798647479,0.015405557131426217,False
Продукты питания,вид пряников,12,4,3,3,16,6,0.75,0.7300237227333217,0.7452437435079338,0.015220020774612042,False
Галантерея и аксессуары,эффект от использования,6,1,0,1,7,1,0.8571428571428571,0.8319352378717663,0.8466396824465692,0.01470444457480291,False
Спорт и отдых,состав,339,110,2,2,449,4,0.755011135857461,0.7404275591020069,0.7548505237786565,0.014422964676649608,False
Спорт и отдых,бренд,502,163,899,303,665,1202,0.7548872180451128,0.7404275591020069,0.7547793101425523,0.014351751040545424,False
Продукты питания,способ обработки масла,55,19,3,2,74,5,0.7432432432432432,0.7300237227333217,0.742406564729957,0.012382841996635308,False
Электроника,число ядер процессора,16,3,0,0,19,0,0.8421052631578947,0.8267152121970645,0.8388990025410551,0.012183790343990641,False
Аптека,коллекция,1,0,2,1,1,3,1.0,0.9272748227972109,0.9393956856643424,0.012120862867131543,False
Аптека,количество пар в упаковке,1,0,1,0,1,1,1.0,0.9272748227972109,0.9393956856643424,0.012120862867131543,False
Аптека,класс компрессии,1,0,0,0,1,0,1.0,0.9272748227972109,0.9393956856643424,0.012120862867131543,False
Аптека,количество опор,1,0,0,0,1,0,1.0,0.9272748227972109,0.9393956856643424,0.012120862867131543,False
Аптека,регулировка высоты,1,0,0,0,1,0,1.0,0.9272748227972109,0.9393956856643424,0.012120862867131543,False
Аптека,"высота линзы, мм",1,0,0,0,1,0,1.0,0.9272748227972109,0.9393956856643424,0.012120862867131543,False
Аптека,количество каналов,1,0,0,0,1,0,1.0,0.9272748227972109,0.9393956856643424,0.012120862867131543,False
Товары для животных,возраст животного,4484,2346,355,176,6830,531,0.656515373352855,0.6447764651378272,0.6565067860022954,0.011730320864468236,False
Красота и гигиена,"высота, см",2,1,0,1,3,1,0.6666666666666666,0.6360183767228178,0.6475114854517612,0.01149310872894338,False
Красота и гигиена,материал обивки,2,1,17,3,3,20,0.6666666666666666,0.6360183767228178,0.6475114854517612,0.01149310872894338,False
Красота и гигиена,количество капель,2,1,3,3,3,6,0.6666666666666666,0.6360183767228178,0.6475114854517612,0.01149310872894338,False
Дом и сад,"объем, л",15,5,3,8,20,11,0.75,0.7369750932499097,0.7473950186499819,0.010419925400072194,False
Детские товары,бренд,274,335,154,121,609,275,0.44991789819376027,0.43993731541197034,0.4498366230896741,0.00989930767770375,False
Продукты питания,вид водорослей,3,1,1,0,4,1,0.75,0.7300237227333217,0.7389020681851787,0.00887834545185695,False
Продукты питания,ступень кормления,3,1,0,0,4,0,0.75,0.7300237227333217,0.7389020681851787,0.00887834545185695,False
Продукты питания,вид каши,3,1,0,3,4,3,0.75,0.7300237227333217,0.7389020681851787,0.00887834545185695,False
Товары для животных,количество секций,2,1,0,0,3,0,0.6666666666666666,0.6447764651378272,0.652985290711142,0.008208825573314815,False
Строительство и ремонт,посадочный размер,4,1,0,0,5,0,0.8,0.7837222870478413,0.7918611435239207,0.00813885647607937,False
Строительство и ремонт,форма бойка,4,1,5,1,5,6,0.8,0.7837222870478413,0.7918611435239207,0.00813885647607937,False
Строительство и ремонт,тип анкера,4,1,9,0,5,9,0.8,0.7837222870478413,0.7918611435239207,0.00813885647607937,False
Дом и сад,"толщина дна, мм",6,2,10,1,8,11,0.75,0.7369750932499097,0.7449904204807345,0.008015327230824765,False
Дом и сад,вид альбома,6,2,0,0,8,0,0.75,0.7369750932499097,0.7449904204807345,0.008015327230824765,False
Спорт и отдых,вид ниппеля,18,6,0,0,24,0,0.75,0.7404275591020069,0.7483495791555184,0.007922020053511503,False
Строительство и ремонт,"высота, мм",266,70,64,48,336,112,0.7916666666666666,0.7837222870478413,0.7915501801619917,0.007827893114150442,False
Красота и гигиена,пол,200,111,241,142,311,383,0.6430868167202572,0.6360183767228178,0.6429749743152345,0.006956597592416736,False
Автотовары,"объем, л",10,2,15,5,12,20,0.8333333333333334,0.8248735197642743,0.8308451528718455,0.005971633107571206,False
Дом и сад,тип передвижения,3,1,0,0,4,0,0.75,0.7369750932499097,0.7427639406943943,0.005788847444484602,False
Дом и сад,забор воды,3,1,0,0,4,0,0.75,0.7369750932499097,0.7427639406943943,0.005788847444484602,False
Канцелярские товары,размер скоб,14,7,1,0,21,1,0.6666666666666666,0.6597844514410269,0.665343163738659,0.005558712297632051,False
Дом и сад,материал,760,264,836,425,1024,1261,0.7421875,0.7369750932499097,0.7421621724647711,0.00518707921486139,False
Электроника,байонет,15,3,6,1,18,7,0.8333333333333334,0.8267152121970645,0.831894611347188,0.005179399150123554,False
Дом и сад,"высота, см",26,9,9,12,35,21,0.7428571428571429,0.7369750932499097,0.7421218866562387,0.005146793406328953,False
Музыкальные инструменты,полифония,29,8,41,21,37,62,0.7837837837837838,0.7780700705488461,0.7831035798272435,0.005033509278397408,False
Автотовары,размер,5,1,5,2,6,7,0.8333333333333334,0.8248735197642743,0.8294879635292157,0.004614443764941467,False
Спорт и отдых,материал оправы,3,1,3,1,4,4,0.75,0.7404275591020069,0.7446819772788927,0.004254418176885877,False
Спорт и отдых,относительная яркость,3,1,1,7,4,8,0.75,0.7404275591020069,0.7446819772788927,0.004254418176885877,False
Электроника,оптическая схема,5,1,0,0,6,0,0.8333333333333334,0.8267152121970645,0.8303250964532112,0.0036098842561467226,False
Электроника,сетевые протоколы,5,1,1,1,6,2,0.8333333333333334,0.8267152121970645,0.8303250964532112,0.0036098842561467226,False
Электроника,количество разъемов m.2,5,1,0,1,6,1,0.8333333333333334,0.8267152121970645,0.8303250964532112,0.0036098842561467226,False
Товары для животных,размер животного,2810,1525,131,117,4335,248,0.6482122260668973,0.6447764651378272,0.648208267816979,0.003431802679151885,False
Канцелярские товары,разметка,2,1,0,0,3,0,0.6666666666666666,0.6597844514410269,0.6623652821506418,0.002580830709614901,False
Канцелярские товары,"плотность бумаги, г/м2",2,1,10,5,3,15,0.6666666666666666,0.6597844514410269,0.6623652821506418,0.002580830709614901,False
Спорт и отдых,упаковка,26,9,7,1,35,8,0.7428571428571429,0.7404275591020069,0.7425534448877509,0.0021258857857440194,False
Дом и сад,назначение,17,6,6,5,23,11,0.7391304347826086,0.7369750932499097,0.7387455523660552,0.0017704591161454841,False
Детские товары,количество фигурок,19,24,3,5,43,8,0.4418604651162791,0.43993731541197034,0.44166013702208023,0.0017228216101098925,False
Продукты питания,вид соуса,90,33,50,39,123,89,0.7317073170731707,0.7300237227333217,0.7316415516692704,0.0016178289359486397,False
Товары для животных,артикул,42,23,0,0,65,0,0.6461538461538462,0.6447764651378272,0.6460554617955591,0.0012789966577319012,False
Бытовая химия,название аромата,9,8,3,7,17,10,0.5294117647058824,0.530485955226597,0.5296558989151356,-0.0008300563114613801,False
Товары для животных,упаковка,168,93,45,41,261,86,0.6436781609195402,0.6447764651378272,0.6436988057356735,-0.0010776594021536523,False
Спорт и отдых,тип,3439,1217,1938,449,4656,2387,0.7386168384879725,0.7404275591020069,0.7386187809044219,-0.0018087781975849593,False
Спорт и отдых,комплектация,657,234,60,8,891,68,0.7373737373737373,0.7404275591020069,0.7373907787896317,-0.003036780312375198,False
